"index","GCM","SSP","RUN","PERIOD","BAFAun","BAFAunp","CMAun","CMAunp","CWHws2","ESSFdcw","ESSFdkp","ESSFdkw","ESSFdv2","ESSFdvp","ESSFdvw","ESSFmc","ESSFmcp","ESSFmcw","ESSFmk","ESSFmkp","ESSFmkw","ESSFmm1","ESSFmmp","ESSFmmw","ESSFmv1","ESSFmv3","ESSFmvp","ESSFmw","ESSFunp","ESSFwc2","ESSFwcw","ESSFwmp","ESSFwv","ESSFwvp","ESSFwvw","ESSFxc3","ESSFxcp","ESSFxv1","ESSFxv2","ESSFxvp","ICHdw3","ICHmc1","ICHmc2","ICHmk2","IDFdk1","IDFxm","IMAun","IMAunp","MHmm2","MHmmp","SBSdk","SBSmc2","SBSwk1","SBSwk3","CWHds2","ESSFdc1","ESSFdc2","ESSFmwp","ESSFxcw","ICHmk3","ICHmw3","IDFdk2","IDFdk3","IDFdk4","MSdm2","MSxk2","MSxk3","SBSdw2","SBSmm","CMAun_WA","CWHms1","ESSFdh2","ESSFdk2","ESSFmh","ESSFmm3","ESSFmw1","ESSFmw2","ESSFwc3","ESSFwc4","ESSFwcp","ESSFwh1","ESSFwk1","ESSFwk2","ESSFwm2","ESSFxc2","ICHmk1","ICHmm","ICHmw1","ICHmw2","ICHmw5","ICHwk1","ICHxm1","IDFdc","IDFdk5","IDFdw","IDFmw2","IDFww","IDFxc","IDFxh2","MSdc1","MSdc3","MSdm1","SBSdh1","SBSdw3","SBSmh","SBSmk1","SBSmw","SBSwk2","ESSFdh1","ESSFmww","ESSFwh2","ESSFwmw","ICHdw4","ICHmk5","MSdk","MSdw","MSxk1","MSxv","ESSFabN","ESSFmm2","IMAab","SBSdh2","ESSFdv1","IDFxw","ICHwk3","ICHwk4","SBSdw1","ESSFwm1","ICHvc","SBSmc1","ICHwk2","ESSFdk1","ESSFwh3","ESSFwm_MT","ESSFwm3","ESSFwm4","ESSFxc1","ICHmk4","ESSFmv2","ICHvk1","ICHwc","CWHds1","ESSFvcp","ICHvk2","IDFxh1","SBSvk","ICHdm","ICHmw4","IDFdm2","BWBSwk1","ESSFvc","MHmm1","ESSFxh_WA","ESSFvh_ID","ICHdw1","ICHxw_WA","IMAun_MT","MHmm_WA","MSdm_WA","CWHms_WA","CWHvm_WA","ESSFmw_WA","ICHdw_ID","ICHxw","ICHxwa","MHms_WA","CWHws1","CWHvm2","CWHwm","ESSFvcw","IDFdm1","IDFww1","GOun_CO","CWHds_WA","IDFdh","IDFdh_UT","IDFxk","IDFxx1","PPxh1","CWHdm","CWHvm1","MSdh_UT"
71,"EC-Earth3","ssp245","ensembleMean","2041_2060",1,NA,60,1403,11653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,7,NA,NA,NA,NA,NA,NA,633,89,NA,1123,85,NA,NA,NA,NA,NA,NA,860,8122,17335,2,NA,NA,1,20,6011,383,NA,NA,NA,NA,NA,34,NA,1,NA,NA,2454,169,NA,NA,NA,NA,NA,NA,NA,NA,951,NA,NA,125,NA,NA,191,225,568,173,1456,1892,NA,21,NA,1,NA,NA,16144,26575,1786,16691,NA,NA,NA,NA,NA,NA,412,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,2383,NA,NA,NA,NA,177,NA,21,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,382,NA,61,NA,47,NA,NA,1,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"EC-Earth3","ssp245","r15i1p1f1","2041_2060",2,NA,101,2022,9162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,304,249,NA,1039,137,4,NA,NA,NA,NA,6,57,1642,15877,6,NA,NA,31,54,6483,478,NA,NA,714,NA,9,684,1,NA,NA,NA,639,584,NA,NA,239,NA,NA,NA,NA,1,1511,30,NA,2281,NA,64,202,406,1820,244,2836,3087,NA,48,NA,979,NA,NA,14034,34874,834,17438,NA,NA,NA,NA,NA,NA,504,NA,NA,332,NA,NA,NA,13,NA,NA,7,35,NA,9,3747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,NA,NA,NA,NA,637,NA,51,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,205,NA,22,NA,NA,3,25,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"EC-Earth3","ssp245","r1i1p1f1","2041_2060",2,NA,79,925,18103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,25,NA,NA,NA,NA,NA,NA,1121,27,NA,1981,175,59,NA,NA,NA,NA,NA,581,11253,26008,12,NA,NA,NA,34,6474,479,NA,NA,1,NA,32,19,NA,NA,NA,NA,9646,302,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,68,NA,NA,44,3,30,3,136,243,12,NA,NA,NA,2,NA,5107,15805,5352,14384,NA,NA,NA,717,NA,NA,525,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,206,NA,NA,5,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,75,NA,NA,NA,NA,3,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"EC-Earth3","ssp245","r4i1p1f1","2041_2060",1,NA,50,1764,10506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,21,NA,NA,NA,NA,NA,NA,744,153,NA,1324,118,NA,NA,NA,NA,NA,NA,1257,9308,31336,38,NA,NA,3,53,5727,321,NA,NA,NA,NA,NA,43,NA,1,NA,NA,2468,1077,NA,NA,39,NA,NA,NA,NA,NA,651,NA,NA,125,NA,NA,268,157,1144,151,1730,1860,NA,16,NA,14,56,NA,11346,18637,2460,15000,NA,NA,NA,92,NA,NA,710,NA,NA,2,NA,NA,302,NA,NA,NA,NA,NA,NA,NA,3505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,2002,NA,NA,NA,NA,68,NA,99,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,123,NA,86,NA,NA,3,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"GFDL-ESM4","ssp245","ensembleMean","2041_2060",92,NA,247,2572,20500,23,NA,NA,NA,5,29,NA,20,3,NA,12,NA,23,6,NA,NA,NA,NA,NA,NA,1749,88,1,3604,422,122,NA,NA,NA,NA,NA,20,5995,25575,10691,NA,NA,15,112,9094,1102,NA,NA,79,NA,190,341,57,7,NA,NA,2894,4402,NA,NA,7301,NA,NA,NA,NA,21,1112,747,NA,1013,NA,NA,200,58,64,47,35,851,NA,4,NA,3458,1,NA,2332,5192,2373,2897,57,NA,NA,4586,NA,NA,1596,NA,NA,1782,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,88,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,37,NA,39,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"GFDL-ESM4","ssp245","r1i1p1f1","2041_2060",63,NA,251,2360,21038,17,NA,NA,5,14,56,NA,20,6,NA,2,NA,20,NA,NA,NA,NA,NA,NA,NA,963,10,NA,3200,355,164,NA,NA,NA,NA,4,NA,7461,25992,5060,NA,NA,8,214,9558,716,NA,NA,4,NA,370,313,57,8,NA,NA,1542,5724,NA,NA,6674,NA,NA,NA,NA,142,2004,3116,NA,671,NA,3,481,33,15,6,6,292,NA,NA,NA,4156,NA,NA,1794,4092,957,8566,36,NA,NA,3228,NA,NA,1982,NA,NA,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,12,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"GFDL-ESM4","ssp245","r2i1p1f1","2041_2060",155,8,451,1421,17975,38,NA,NA,NA,3,7,NA,43,5,12,145,29,28,16,NA,NA,NA,NA,NA,NA,3155,116,1,4248,464,221,NA,NA,NA,NA,NA,214,5226,26426,17344,16,NA,39,6,8952,2198,NA,NA,284,NA,265,407,69,2,NA,NA,3884,7660,NA,NA,4366,NA,NA,NA,NA,1,245,15,NA,702,NA,2,57,54,137,51,126,692,NA,5,NA,4378,6,NA,2969,2035,3096,725,113,NA,NA,1675,NA,NA,2095,NA,NA,1078,22,NA,2,30,NA,30,NA,NA,5,2,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,162,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"GFDL-ESM4","ssp245","r3i1p1f1","2041_2060",53,NA,68,3531,20568,2,NA,NA,NA,1,16,NA,5,NA,NA,NA,NA,21,16,NA,NA,NA,NA,NA,NA,2436,163,NA,3458,364,52,NA,NA,NA,NA,NA,42,4657,25369,6624,NA,NA,18,109,9063,572,NA,NA,90,NA,87,250,46,7,NA,NA,5499,3152,NA,NA,8537,NA,NA,NA,NA,14,1377,778,NA,1373,NA,NA,219,119,142,151,49,1326,NA,1,NA,1507,NA,NA,1933,10469,3426,2204,48,NA,NA,3711,NA,NA,988,NA,NA,764,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,156,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,1,NA,172,NA,68,NA,96,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"GISS-E2-1-G","ssp245","ensembleMean","2041_2060",144,NA,671,453,27263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,6,180,15,NA,NA,NA,NA,NA,NA,3423,85,1,4039,485,175,NA,NA,NA,NA,NA,1542,16566,34287,1414,NA,NA,23,NA,9612,3171,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,12861,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,31,4,21,10,NA,NA,7,189,52,NA,259,4977,NA,NA,NA,NA,3690,NA,NA,300,NA,NA,29,591,NA,232,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,118,NA,NA,161,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,NA,87,NA,NA,NA,NA,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"GISS-E2-1-G","ssp245","r1i1p3f1","2041_2060",62,NA,130,2502,23080,11,NA,NA,NA,1,2,NA,4,1,NA,1,1,89,36,NA,NA,NA,NA,NA,NA,4425,202,NA,3435,371,97,NA,NA,NA,NA,NA,194,5744,21658,10385,NA,NA,39,50,8361,1237,NA,NA,NA,NA,159,87,25,NA,NA,NA,11137,1916,NA,NA,5417,NA,NA,NA,NA,NA,45,77,NA,963,NA,NA,4,61,79,114,63,817,5,29,NA,754,35,39,185,9704,5605,819,115,NA,NA,3878,NA,NA,836,NA,NA,641,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,171,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,5,2,18,NA,42,NA,NA,NA,NA,7,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"GISS-E2-1-G","ssp245","r2i1p3f1","2041_2060",188,2,653,15,21817,2,NA,NA,NA,NA,NA,19,17,142,7,337,73,1191,216,3,NA,NA,NA,NA,151,4405,217,1,885,146,210,NA,NA,NA,NA,NA,527,2172,12299,681,1,NA,98,NA,11211,2224,NA,2,127,NA,380,NA,NA,NA,NA,NA,2791,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,22,3,NA,NA,NA,NA,NA,25020,5369,NA,NA,8318,NA,NA,1837,NA,2267,NA,NA,671,NA,NA,NA,18236,NA,23,4,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,NA,20,NA,NA,NA,NA,NA,NA,1356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,622,NA,NA,NA,NA,216,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"GISS-E2-1-G","ssp245","r3i1p3f1","2041_2060",126,NA,789,357,22480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,232,8,NA,NA,NA,NA,NA,NA,1225,46,NA,4348,505,162,NA,NA,NA,NA,NA,1006,36233,37849,NA,NA,NA,22,1,9875,3544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3035,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,24,3,18,2,NA,NA,NA,57,NA,NA,15,1699,NA,NA,NA,NA,761,NA,NA,113,NA,NA,NA,NA,NA,1730,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,131,NA,NA,347,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,18,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"MIROC6","ssp245","ensembleMean","2041_2060",90,42,205,1810,19420,30,NA,NA,14,5,61,NA,8,2,NA,97,NA,1,NA,NA,NA,NA,NA,NA,NA,2668,71,NA,2867,306,145,NA,NA,NA,NA,NA,334,1574,11340,12521,43,NA,32,77,10755,1072,NA,NA,1110,NA,915,325,100,4,NA,NA,9122,3315,NA,NA,10433,NA,NA,NA,NA,412,1984,1005,NA,1254,NA,1,134,34,54,61,16,120,NA,5,NA,3114,5,NA,616,8438,2499,3550,1230,NA,NA,8094,13,2,1119,NA,NA,445,1,NA,NA,317,NA,NA,NA,NA,12,NA,1610,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,38,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"MIROC6","ssp245","r1i1p1f1","2041_2060",90,NA,236,2679,24871,NA,NA,NA,NA,2,NA,NA,7,NA,NA,4,NA,33,8,NA,NA,NA,NA,NA,NA,1066,32,NA,3299,388,57,NA,NA,NA,NA,NA,98,8164,30689,3670,NA,NA,3,94,9143,1109,NA,NA,75,NA,862,59,20,1,NA,NA,6207,3070,NA,NA,3754,NA,NA,NA,NA,2,622,643,NA,138,NA,NA,48,69,21,53,26,1377,NA,12,NA,1287,NA,NA,474,8185,2468,4691,109,NA,NA,3138,NA,NA,1207,NA,NA,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,244,NA,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,105,NA,118,NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"MIROC6","ssp245","r2i1p1f1","2041_2060",55,39,160,2131,13150,38,NA,NA,107,26,124,NA,10,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,41,NA,2568,243,146,NA,NA,NA,NA,NA,53,1038,6244,6881,51,NA,47,96,10091,322,NA,NA,1161,NA,462,918,447,20,NA,NA,4246,8359,NA,NA,10863,NA,NA,NA,NA,1348,4804,3823,NA,2575,NA,24,885,33,88,62,15,338,NA,NA,NA,12357,NA,NA,990,8703,632,7113,812,NA,NA,6609,6,NA,1528,NA,NA,1048,1,NA,NA,346,NA,NA,3,22,NA,NA,1590,NA,NA,NA,1,NA,NA,NA,NA,NA,11,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,9,38,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"MIROC6","ssp245","r3i1p1f1","2041_2060",201,212,102,421,19328,93,NA,NA,52,4,13,12,22,47,27,553,250,2,95,10,NA,NA,NA,9,NA,4418,127,3,1696,239,156,NA,NA,NA,NA,2,713,263,2185,6553,282,NA,67,NA,11845,607,NA,15,1512,NA,1618,206,574,NA,NA,NA,5146,2221,NA,NA,18377,NA,NA,NA,NA,1582,1943,166,NA,358,12,NA,1,NA,43,12,35,2,NA,1,NA,4587,5304,214,356,1603,5416,534,4804,637,NA,4851,202,1236,987,12,NA,NA,10420,NA,1,1108,NA,NA,NA,NA,4,NA,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"MPI-ESM1-2-HR","ssp245","ensembleMean","2041_2060",237,276,510,1148,25829,71,NA,NA,3,15,24,18,52,90,22,557,73,2,4,NA,NA,NA,NA,NA,NA,2801,90,2,3984,473,380,NA,NA,NA,NA,1,246,4476,15885,20604,1070,NA,73,47,11161,2299,NA,5,850,NA,1910,388,101,4,2,NA,3026,2576,NA,NA,9226,NA,NA,NA,NA,473,726,271,NA,461,NA,NA,49,3,15,23,1,6,NA,2,NA,2292,37,NA,188,1128,869,1830,1147,NA,NA,3388,64,131,1222,7,NA,776,501,NA,NA,312,NA,NA,NA,NA,1,NA,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,1,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2041_2060",282,148,746,1213,36164,NA,NA,NA,NA,12,7,29,62,75,16,519,65,NA,NA,NA,NA,NA,NA,NA,NA,651,21,NA,4259,560,353,NA,NA,NA,NA,NA,1283,4395,25227,10854,886,NA,55,26,11787,3122,NA,1,NA,NA,2857,20,NA,NA,1,NA,3726,1034,NA,NA,3455,NA,NA,NA,NA,35,318,51,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,489,766,NA,NA,7,118,159,1129,NA,NA,4463,NA,146,1208,19,NA,196,1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2041_2060",142,369,287,1288,11694,499,NA,NA,11,18,36,7,17,34,9,293,84,NA,25,NA,NA,NA,NA,1,NA,3011,243,39,2517,322,288,NA,NA,NA,NA,1,7,1383,14168,12018,1126,NA,140,76,10514,1184,NA,1,1663,NA,229,2299,1581,27,2,NA,381,8650,NA,NA,14655,NA,NA,NA,NA,1406,1924,363,NA,2994,NA,3,313,69,170,161,108,547,NA,37,NA,9137,NA,NA,1346,6515,1987,1706,1086,174,NA,1136,105,NA,1264,NA,NA,462,10,NA,NA,1956,NA,NA,NA,4,13,NA,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,4,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"MRI-ESM2-0","ssp245","ensembleMean","2041_2060",24,NA,495,223,13545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,355,24,NA,NA,NA,NA,NA,NA,3011,337,NA,529,147,3,NA,NA,NA,NA,NA,417,18110,32177,32,NA,NA,42,NA,7789,2597,NA,NA,208,NA,NA,4,NA,NA,NA,NA,3297,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,14,NA,NA,NA,587,675,317,1266,2327,5,11,NA,NA,NA,NA,1318,16827,11311,64,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,4608,NA,NA,NA,NA,NA,1,1,1118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,211,NA,3,65,NA,244,NA,30,NA,NA,NA,NA,NA,NA,69,4,NA,24,693,NA,1825,NA,NA,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,231,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"MRI-ESM2-0","ssp245","r1i1p1f1","2041_2060",24,NA,495,223,13545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,355,24,NA,NA,NA,NA,NA,NA,3011,337,NA,529,147,3,NA,NA,NA,NA,NA,417,18110,32177,32,NA,NA,42,NA,7789,2597,NA,NA,208,NA,NA,4,NA,NA,NA,NA,3297,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,14,NA,NA,NA,587,675,317,1266,2327,5,11,NA,NA,NA,NA,1318,16827,11311,64,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,4608,NA,NA,NA,NA,NA,1,1,1118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,211,NA,3,65,NA,244,NA,30,NA,NA,NA,NA,NA,NA,69,4,NA,24,693,NA,1825,NA,NA,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,231,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"ensembleMean","ssp245","ensembleMean","2041_2060",39,NA,311,880,17450,6,NA,NA,NA,NA,2,NA,5,NA,2,95,11,39,51,NA,NA,NA,NA,NA,NA,2722,146,NA,2119,232,109,NA,NA,NA,NA,NA,90,4357,26026,3656,NA,NA,36,5,8236,1679,NA,NA,696,NA,773,256,6,1,NA,NA,5850,3883,NA,NA,3727,NA,NA,NA,NA,21,599,7,NA,767,NA,NA,9,115,122,146,218,1617,NA,31,NA,2127,NA,NA,4259,14828,6015,4619,23,NA,NA,4019,NA,NA,1234,NA,NA,250,NA,NA,NA,1,NA,NA,NA,NA,22,12,1899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,135,NA,NA,NA,NA,30,NA,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,237,NA,495,NA,NA,NA,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"ACCESS-ESM1-5","ssp245","ensembleMean","2061_2080",NA,32,7,117,2311,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,NA,NA,NA,NA,NA,NA,NA,NA,2,68,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,39,2478,60,NA,NA,NA,NA,2,274,NA,NA,NA,NA,3239,699,NA,NA,263,NA,NA,NA,NA,666,9409,5,NA,1842,NA,109,108,100,532,26,1312,251,5,NA,NA,15,NA,NA,26693,12424,3024,9594,NA,NA,NA,320,892,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,4,13,15589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,157,117,25,NA,NA,NA,NA,NA,NA,1546,NA,NA,7195,18,NA,113,NA,NA,NA,NA,NA,7,10494,14420,NA,663,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2061_2080",NA,1,NA,189,507,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,69,1,28,NA,NA,NA,NA,NA,NA,NA,18,3,147,NA,NA,NA,NA,29,2545,47,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,5597,1329,NA,NA,716,NA,NA,NA,NA,440,9851,2,NA,2166,NA,90,50,99,704,26,1506,353,NA,NA,NA,69,NA,NA,14622,21991,3344,2135,NA,NA,NA,173,1248,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,72,NA,28,8847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,7,NA,NA,6,NA,1535,8,61,6,NA,NA,NA,NA,NA,1173,NA,NA,11314,NA,NA,830,NA,NA,NA,NA,NA,14,12495,18829,NA,441,84,NA,18,NA,NA,NA,559,NA,NA,NA,NA,NA,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
