Retire,withsubtaxa,Source,BGC,SS_NoSpace,Special,SpecialCode
,,USA_2019,GBDxh_NV,GBDxh_NV/110,,
,,USA_2019,GBDxh_NV,GBDxh_NV/111,,
,,USA_2019,GBDxh_NV,GBDxh_NV/Gg,Insolation,IN2
,,USA_2019,GBDxh_NV,GBDxh_NV/Gs,Insolation,IN2
,,USA_2019,GBDxh_NV,GBDxh_NV/Ro,Lithic,
,,USA_2019,GBDxx_UT,GBDxx_UT/110,,
,,USA_2019,GBDxx_UT,GBDxx_UT/111,,
,,USA_2019,GBDxx_UT,GBDxx_UT/Gg,Insolation,IN2
,,USA_2019,GBDxx_UT,GBDxx_UT/Gs,Insolation,IN2
,,USA_2019,GBDxx_UT,GBDxx_UT/Ro,Lithic,
,,USA_2019,GOun_CO,GOun_CO/101,,
,,USA_2019,GOun_CO,GOun_CO/102,,
,,USA_2019,GOun_CO,GOun_CO/110,,
,,USA_2019,GOun_CO,GOun_CO/111,,
,,USA_2019,GOun_CO,GOun_CO/Ro,Lithic,
,,USA_2019,ICHdh_ID,ICHdh_ID/101,,
,,USA_2019,ICHdh_ID,ICHdh_ID/102,,
,,USA_2019,ICHdh_ID,ICHdh_ID/103,,
,,USA_2019,ICHdh_ID,ICHdh_ID/110,,
,,USA_2019,ICHdh_ID,ICHdh_ID/111,,
,,USA_2019,ICHdh_ID,ICHdh_ID/112,,
,,USA_2019,ICHdh_ID,ICHdh_ID/113,,
,,USA_2019,ICHdh_ID,ICHdh_ID/Ro,Lithic,
,,BECv10,ICHdk,ICHdk/01,,
,s,BECv10,ICHdk,ICHdk/02,,
,p,BECv10,ICHdk,ICHdk/02a,Insolation,IN
,p,BECv10,ICHdk,ICHdk/02b,,
,,BECv10,ICHdk,ICHdk/03,Cool aspects/cold air,CA
,,BECv10,ICHdk,ICHdk/04,,
,,BECv10,ICHdk,ICHdk/05,,
,,BECv10,ICHdk,ICHdk/06,,
,,BECv10,ICHdk,ICHdk/07,Cold air influence,CA
,,BECv10,ICHdk,ICHdk/08,,
,,BECv10,ICHdk,ICHdk/09,,
,,BECv10,ICHdk,ICHdk/Ro,Lithic,
,,BECv10,ICHdm,ICHdm/101,,
,s,BECv10,ICHdm,ICHdm/102,,
,p,BECv10,ICHdm,ICHdm/102a,,
,p,BECv10,ICHdm,ICHdm/102b,,
,,BECv10,ICHdm,ICHdm/103,,
,,BECv10,ICHdm,ICHdm/110,,
,,BECv10,ICHdm,ICHdm/111,,
,,BECv10,ICHdm,ICHdm/112,Cold air influence,CA
,,BECv10,ICHdm,ICHdm/Fm01,Mid fluvial bench,Fm
,,BECv10,ICHdm,ICHdm/Fm02,Mid fluvial bench,Fm
,,BECv10,ICHdm,ICHdm/Fm04,Mid fluvial bench,Fm
,,BECv10,ICHdm,ICHdm/Ro,Lithic,
,,USA_2019,ICHdw_ID,ICHdw_ID/101,,
,,USA_2019,ICHdw_ID,ICHdw_ID/102,,
,,USA_2019,ICHdw_ID,ICHdw_ID/103,,
,,USA_2019,ICHdw_ID,ICHdw_ID/110,,
,,USA_2019,ICHdw_ID,ICHdw_ID/111,,
,,USA_2019,ICHdw_ID,ICHdw_ID/112,,
,,USA_2019,ICHdw_ID,ICHdw_ID/113,,
,,USA_2019,ICHdw_ID,ICHdw_ID/Ro,Lithic,
,,BECv10,ICHdw1,ICHdw1/101,,
,,BECv10,ICHdw1,ICHdw1/102,,
,,BECv10,ICHdw1,ICHdw1/103,Insolation,IN
,,BECv10,ICHdw1,ICHdw1/104,,
,,BECv10,ICHdw1,ICHdw1/110,,
,,BECv10,ICHdw1,ICHdw1/111,,
,,BECv10,ICHdw1,ICHdw1/112,,
,,BECv10,ICHdw1,ICHdw1/113,,
,,BECv10,ICHdw1,ICHdw1/Fm01,Mid fluvial bench,Fm
,,BECv10,ICHdw1,ICHdw1/Fm02,Mid fluvial bench,Fm
,,BECv10,ICHdw1,ICHdw1/Fm04,Mid fluvial bench,Fm
,,BECv10,ICHdw1,ICHdw1/Ro,Lithic,
,,BECv10,ICHdw3,ICHdw3/01,,
,,BECv10,ICHdw3,ICHdw3/02,,
,,BECv10,ICHdw3,ICHdw3/03,,
,,BECv10,ICHdw3,ICHdw3/04,,
,,BECv10,ICHdw3,ICHdw3/05,,
,,BECv10,ICHdw3,ICHdw3/06,,
,,BECv10,ICHdw3,ICHdw3/07,High and Medium fluvial bench,Fm
,,BECv10,ICHdw3,ICHdw3/08,,
,,BECv10,ICHdw3,ICHdw3/09,,
,,BECv10,ICHdw3,ICHdw3/Ro,Lithic,
,,BECv10,ICHdw4,ICHdw4/101,,
,,BECv10,ICHdw4,ICHdw4/102,,
,,BECv10,ICHdw4,ICHdw4/103,,
,,BECv10,ICHdw4,ICHdw4/104,,
,,BECv10,ICHdw4,ICHdw4/110,,
,,BECv10,ICHdw4,ICHdw4/111,,
,,BECv10,ICHdw4,ICHdw4/112,,
,,BECv10,ICHdw4,ICHdw4/Fm01,Mid fluvial bench,Fm
,,BECv10,ICHdw4,ICHdw4/Fm02,Mid fluvial bench,Fm
,,BECv10,ICHdw4,ICHdw4/Fm04,Mid fluvial bench,Fm
,,BECv10,ICHdw4,ICHdw4/Ro,Lithic,
,s,BECv10,ICHmc1,ICHmc1/01,,
,p,BECv10,ICHmc1,ICHmc1/01a,,
,p,BECv10,ICHmc1,ICHmc1/01b,,
,,BECv10,ICHmc1,ICHmc1/02,,
,,BECv10,ICHmc1,ICHmc1/03,,
,,BECv10,ICHmc1,ICHmc1/04,,
,,BECv10,ICHmc1,ICHmc1/05,High and Medium fluvial bench,Fm
,,BECv10,ICHmc1,ICHmc1/06,,
,,BECv10,ICHmc1,ICHmc1/Ro,Lithic,
,s,BECv10,ICHmc1a,ICHmc1a/01,,
,p,BECv10,ICHmc1a,ICHmc1a/01a,,
,p,BECv10,ICHmc1a,ICHmc1a/01b,,
,,BECv10,ICHmc1a,ICHmc1a/02,,
,,BECv10,ICHmc1a,ICHmc1a/03,,
,,BECv10,ICHmc1a,ICHmc1a/Ro,Lithic,
,s,BECv10,ICHmc2,ICHmc2/01,,
,p,BECv10,ICHmc2,ICHmc2/01a.1,,
,p,BECv10,ICHmc2,ICHmc2/01a.2,Frost,FR
,p,BECv10,ICHmc2,ICHmc2/01b.1,,
,p,BECv10,ICHmc2,ICHmc2/01b.2,Frost,FR
,,BECv10,ICHmc2,ICHmc2/02,,
,,BECv10,ICHmc2,ICHmc2/03,,
,,BECv10,ICHmc2,ICHmc2/04,,
,,BECv10,ICHmc2,ICHmc2/05,Cold air influence,CA
,s,BECv10,ICHmc2,ICHmc2/06,High and Medium fluvial bench,Fm
,p,BECv10,ICHmc2,ICHmc2/06a,,Fh
,p,BECv10,ICHmc2,ICHmc2/06b,Mid fluvial bench,Fm
,,BECv10,ICHmc2,ICHmc2/07,,
,,BECv10,ICHmc2,ICHmc2/08,Frost,FR
,,BECv10,ICHmc2,ICHmc2/Ro,Lithic,
,,USA_2019,ICHmh_MT,ICHmh_MT/101,,
,,USA_2019,ICHmh_MT,ICHmh_MT/102,,
,,USA_2019,ICHmh_MT,ICHmh_MT/103,,
,,USA_2019,ICHmh_MT,ICHmh_MT/110,,
,,USA_2019,ICHmh_MT,ICHmh_MT/111,,
,,USA_2019,ICHmh_MT,ICHmh_MT/112,,
,,USA_2019,ICHmh_MT,ICHmh_MT/113,,
,,USA_2019,ICHmh_MT,ICHmh_MT/Ro,Lithic,
,,BECv12,ICHmk1,ICHmk1/101,,
,,BECv12,ICHmk1,ICHmk1/102,,
,,BECv12,ICHmk1,ICHmk1/103,,
,,BECv12,ICHmk1,ICHmk1/104,,
,,BECv12,ICHmk1,ICHmk1/105,,
,,BECv12,ICHmk1,ICHmk1/110,,
,,BECv12,ICHmk1,ICHmk1/111,,
,,BECv12,ICHmk1,ICHmk1/112,,
,,BECv12,ICHmk1,ICHmk1/Ro,Lithic,
,,BECv10,ICHmk2,ICHmk2/01,,
,,BECv10,ICHmk2,ICHmk2/02,,
,,BECv10,ICHmk2,ICHmk2/03,,
,,BECv10,ICHmk2,ICHmk2/04,,
,,BECv10,ICHmk2,ICHmk2/05,,
,,BECv10,ICHmk2,ICHmk2/06,,
,,BECv10,ICHmk3,ICHmk3/01,,
,,BECv10,ICHmk3,ICHmk3/02,,
,,BECv10,ICHmk3,ICHmk3/03,Insolation,IN
,,BECv10,ICHmk3,ICHmk3/04,,
,,BECv10,ICHmk3,ICHmk3/05,Cold air influence,CA
,,BECv10,ICHmk3,ICHmk3/06,,
,,BECv10,ICHmk3,ICHmk3/07,,
,,BECv10,ICHmk3,ICHmk3/Ro,Lithic,
,,BECv11,ICHmk4,ICHmk4/101,,
,s,BECv11,ICHmk4,ICHmk4/102,,
,p,BECv11,ICHmk4,ICHmk4/102a,,
,p,BECv11,ICHmk4,ICHmk4/102b,,
,,BECv11,ICHmk4,ICHmk4/103,,
,,BECv11,ICHmk4,ICHmk4/110,,
,,BECv11,ICHmk4,ICHmk4/111,,
,,BECv11,ICHmk4,ICHmk4/112,,
,,BECv11,ICHmk4,ICHmk4/Fm01,Mid fluvial bench,Fm
,,BECv11,ICHmk4,ICHmk4/Fm02,Mid fluvial bench,Fm
,,BECv11,ICHmk4,ICHmk4/Ro,Lithic,
,,BECv11,ICHmk5,ICHmk5/101,,
,,BECv11,ICHmk5,ICHmk5/102,,
,,BECv11,ICHmk5,ICHmk5/103,,
,,BECv11,ICHmk5,ICHmk5/104,,
,,BECv11,ICHmk5,ICHmk5/110,,
,,BECv11,ICHmk5,ICHmk5/111,,
,,BECv11,ICHmk5,ICHmk5/112,,
,,BECv11,ICHmk5,ICHmk5/Ro,Lithic,
,,BECv10,ICHmm,ICHmm/01,,
,,BECv10,ICHmm,ICHmm/02,,
,,BECv10,ICHmm,ICHmm/03,,
,,BECv10,ICHmm,ICHmm/04,,
,,BECv10,ICHmm,ICHmm/05,,
,,BECv10,ICHmm,ICHmm/06,,
,,BECv10,ICHmm,ICHmm/07,,
,,BECv10,ICHmm,ICHmm/08,,
,,BECv10,ICHmm,ICHmm/Ro,Lithic,
,,USA_2019,ICHmw_MT,ICHmw_MT/101,,
,,USA_2019,ICHmw_MT,ICHmw_MT/102,,
,,USA_2019,ICHmw_MT,ICHmw_MT/103,,
,,USA_2019,ICHmw_MT,ICHmw_MT/110,,
,,USA_2019,ICHmw_MT,ICHmw_MT/111,,
,,USA_2019,ICHmw_MT,ICHmw_MT/112,,
,,USA_2019,ICHmw_MT,ICHmw_MT/113,,
,,USA_2019,ICHmw_MT,ICHmw_MT/Ro,Lithic,
,,BECv10,ICHmw1,ICHmw1/01,,
,,BECv10,ICHmw1,ICHmw1/02,,
,,BECv10,ICHmw1,ICHmw1/03,,
,,BECv10,ICHmw1,ICHmw1/04,,
,,BECv10,ICHmw1,ICHmw1/05,,
,,BECv10,ICHmw1,ICHmw1/06,,
,,BECv10,ICHmw1,ICHmw1/07,,
,,BECv10,ICHmw1,ICHmw1/Ro,Lithic,
,,BECv10,ICHmw2,ICHmw2/101,,
,,BECv10,ICHmw2,ICHmw2/102,,
,,BECv10,ICHmw2,ICHmw2/103,,
,,BECv10,ICHmw2,ICHmw2/104,Insolation,IN
,,BECv10,ICHmw2,ICHmw2/110,,
,,BECv10,ICHmw2,ICHmw2/111,,
,,BECv10,ICHmw2,ICHmw2/112,Cold air influence,CA
,,BECv10,ICHmw2,ICHmw2/113,,
,,BECv10,ICHmw2,ICHmw2/114,,
,,BECv10,ICHmw2,ICHmw2/Fm01,Mid fluvial bench,Fm
,,BECv10,ICHmw2,ICHmw2/Fm02,Mid fluvial bench,Fm
,,BECv10,ICHmw2,ICHmw2/Fm04,Mid fluvial bench,Fm
,,BECv10,ICHmw2,ICHmw2/Ro,Lithic,
,,BECv10,ICHmw3,ICHmw3/01,,
,,BECv10,ICHmw3,ICHmw3/02,,
,,BECv10,ICHmw3,ICHmw3/03,,
,,BECv10,ICHmw3,ICHmw3/04,,
,,BECv10,ICHmw3,ICHmw3/05,,
,,BECv10,ICHmw3,ICHmw3/06,,
,,BECv10,ICHmw3,ICHmw3/07,High and Medium fluvial bench,Fm
,,BECv10,ICHmw3,ICHmw3/08,,
,,BECv10,ICHmw3,ICHmw3/09,,
,,BECv10,ICHmw4,ICHmw4/101,,
,,BECv10,ICHmw4,ICHmw4/102,,
,,BECv10,ICHmw4,ICHmw4/103,,
,,BECv10,ICHmw4,ICHmw4/104,,
,,BECv10,ICHmw4,ICHmw4/110,,
,,BECv10,ICHmw4,ICHmw4/111,Cold air influence,CA
,,BECv10,ICHmw4,ICHmw4/112,,
,,BECv10,ICHmw4,ICHmw4/113,Cold air influence,CA
,,BECv10,ICHmw4,ICHmw4/114,,
,,BECv10,ICHmw4,ICHmw4/Fm01,Mid fluvial bench,Fm
,,BECv10,ICHmw4,ICHmw4/Fm02,Mid fluvial bench,Fm
,,BECv10,ICHmw4,ICHmw4/Fm04,Mid fluvial bench,Fm
,,BECv10,ICHmw4,ICHmw4/Ro,Lithic,
,,BECv10,ICHmw5,ICHmw5/101,,
,,BECv10,ICHmw5,ICHmw5/102,,
,,BECv10,ICHmw5,ICHmw5/103,,
,,BECv10,ICHmw5,ICHmw5/104,,
,,BECv10,ICHmw5,ICHmw5/110,,
,,BECv10,ICHmw5,ICHmw5/111,,
,,BECv10,ICHmw5,ICHmw5/112,,
,,BECv10,ICHmw5,ICHmw5/113,,
,,BECv10,ICHmw5,ICHmw5/Fm01,Mid fluvial bench,Fm
,,BECv10,ICHmw5,ICHmw5/Fm02,Mid fluvial bench,Fm
,,BECv10,ICHmw5,ICHmw5/Ro,Lithic,
,,BECv10,ICHvc,ICHvc/01,,
,v,BECv10,ICHvc,ICHvc/01.1,,
,v,BECv10,ICHvc,ICHvc/01.2,Frost,FR
,,BECv10,ICHvc,ICHvc/02,,
,v,BECv10,ICHvc,ICHvc/02.1,,
,v,BECv10,ICHvc,ICHvc/02.2,Frost,FR
,s,BECv10,ICHvc,ICHvc/03,Cold air influence,CA
,p,BECv10,ICHvc,ICHvc/03a,Cold air influence,CA
,p,BECv10,ICHvc,ICHvc/03b,Cold air influence,CA
,,BECv10,ICHvc,ICHvc/04,High fluvial bench,Fh
,,BECv10,ICHvc,ICHvc/05,Mid fluvial bench,Fm
,,BECv10,ICHvc,ICHvc/06,Cold air influence,CA
,,BECv10,ICHvc/R,ICHvc/Ro,Lithic,
,,USA_2019,ICHvk_ID,ICHvk_ID/101,,
,,USA_2019,ICHvk_ID,ICHvk_ID/102,,
,,USA_2019,ICHvk_ID,ICHvk_ID/103,,
,,USA_2019,ICHvk_ID,ICHvk_ID/110,,
,,USA_2019,ICHvk_ID,ICHvk_ID/111,,
,,USA_2019,ICHvk_ID,ICHvk_ID/112,,
,,USA_2019,ICHvk_ID,ICHvk_ID/113,,
,,USA_2019,ICHvk_ID,ICHvk_ID/Ro,Lithic,
,,BECv10,ICHvk1,ICHvk1/01,,
,,BECv10,ICHvk1,ICHvk1/02,,
,,BECv10,ICHvk1,ICHvk1/03,,
,,BECv10,ICHvk1,ICHvk1/04,,
,,BECv10,ICHvk1,ICHvk1/05,,
,,BECv10,ICHvk1,ICHvk1/06,,
,,BECv10,ICHvk2,ICHvk2/01,,
,,BECv10,ICHvk2,ICHvk2/02,,
,,BECv10,ICHvk2,ICHvk2/03,,
,,BECv10,ICHvk2,ICHvk2/04,,
,,BECv10,ICHvk2,ICHvk2/05,High fluvial bench,Fh
,,BECv10,ICHvk2,ICHvk2/06,,
,,BECv10,ICHvk2,ICHvk2/07,Cold air influence,CA
,,BECv10,ICHvk2,ICHvk2/Ro,Lithic,
,,BECv10,ICHwc,ICHwc/01,,
,,BECv10,ICHwc,ICHwc/02,,
,,BECv10,ICHwc,ICHwc/03,,
,,BECv10,ICHwc,ICHwc/04,,
,,BECv10,ICHwc,ICHwc/05,Cold air influence,CA
,,BECv10,ICHwc,ICHwc/06,High and Medium fluvial bench,Fm
,,BECv10,ICHwc,ICHwc/07,Cold air influence,CA
,,BECv10,ICHwc,ICHwc/08,,
,,BECv10,ICHwc,ICHwc/Ro,Lithic,
,,BECv10,ICHwk1,ICHwk1/01,,
,,BECv10,ICHwk1,ICHwk1/02,,
,,BECv10,ICHwk1,ICHwk1/03,,
,,BECv10,ICHwk1,ICHwk1/04,,
,,BECv10,ICHwk1,ICHwk1/05,,
,,BECv10,ICHwk1,ICHwk1/06,High and Medium fluvial bench,Fm
,,BECv10,ICHwk1,ICHwk1/07,,
,,BECv10,ICHwk1,ICHwk1/08,,
,,BECv10,ICHwk1,ICHwk1/Ro,Lithic,
,s,BECv10,ICHwk2,ICHwk2/01,,
,p,BECv10,ICHwk2,ICHwk2/01a,,
,p,BECv10,ICHwk2,ICHwk2/01b,,
,,BECv10,ICHwk2,ICHwk2/02,,
,,BECv10,ICHwk2,ICHwk2/03,,
,,BECv10,ICHwk2,ICHwk2/04,,
,,BECv10,ICHwk2,ICHwk2/05,Cold air influence,CA
,,BECv10,ICHwk2,ICHwk2/06,Cold air influence,CA
,,BECv10,ICHwk2,ICHwk2/07,,
,,BECv10,ICHwk2,ICHwk2/08,,
,,BECv10,ICHwk2,ICHwk2/Ro,Lithic,
,,BECv10,ICHwk3,ICHwk3/01,,
,,BECv10,ICHwk3,ICHwk3/02,,
,,BECv10,ICHwk3,ICHwk3/03,,
,,BECv10,ICHwk3,ICHwk3/04,,
,,BECv10,ICHwk3,ICHwk3/05,,
,,BECv10,ICHwk3,ICHwk3/06,,
,,BECv10,ICHwk3,ICHwk3/07,,
,,BECv10,ICHwk3,ICHwk3/08,,
,,BECv10,ICHwk3,ICHwk3/09,,
,,BECv10,ICHwk3,ICHwk3/Ro,Lithic,
,s,BECv10,ICHwk4,ICHwk4/01,,
,p,BECv10,ICHwk4,ICHwk4/01a,,
,p,BECv10,ICHwk4,ICHwk4/01b,,
,,BECv10,ICHwk4,ICHwk4/02,,
,,BECv10,ICHwk4,ICHwk4/03,,
,,BECv10,ICHwk4,ICHwk4/04,Cold air influence,CA
,,BECv10,ICHwk4,ICHwk4/05,,
,,BECv10,ICHwk4,ICHwk4/06,Cold air influence,CA
,,BECv10,ICHwk4,ICHwk4/07,,
,,BECv10,ICHwk4,ICHwk4/08,Cold air influence,CA
,,BECv10,ICHwk4,ICHwk4/Ro,Lithic,
,,BECv12,ICHxm1,ICHxm1/101,,
,,BECv12,ICHxm1,ICHxm1/102,,
,,BECv12,ICHxm1,ICHxm1/103,,
,,BECv12,ICHxm1,ICHxm1/104,,
,v,BECv12,ICHxm1,ICHxm1/104.1,,
,v,BECv12,ICHxm1,ICHxm1/104.2,,
,,BECv12,ICHxm1,ICHxm1/110,,
,,BECv12,ICHxm1,ICHxm1/111,,
,,BECv12,ICHxm1,ICHxm1/112,,
,,BECv12,ICHxm1,ICHxm1/Ro,Lithic,
,,BECv10,ICHxw,ICHxw/101,,
,,BECv10,ICHxw,ICHxw/102,,
,,BECv10,ICHxw,ICHxw/103,,
,,BECv10,ICHxw,ICHxw/104,,
,,BECv10,ICHxw,ICHxw/110,,
,,BECv10,ICHxw,ICHxw/111,,
,,BECv10,ICHxw,ICHxw/112,,
,,BECv10,ICHxw,ICHxw/113,,
,,BECv10,ICHxw,ICHxw/Fm01,Mid fluvial bench,Fm
,,BECv10,ICHxw,ICHxw/Ro,Lithic,
,,USA_2019,ICHxw_WA,ICHxw_WA/101,,
,,USA_2019,ICHxw_WA,ICHxw_WA/102,,
,,USA_2019,ICHxw_WA,ICHxw_WA/103,,
,,USA_2019,ICHxw_WA,ICHxw_WA/110,,
,,USA_2019,ICHxw_WA,ICHxw_WA/111,,
,,USA_2019,ICHxw_WA,ICHxw_WA/112,,
,,USA_2019,ICHxw_WA,ICHxw_WA/113,,
,,USA_2019,ICHxw_WA,ICHxw_WA/Ro,Lithic,
,,BECv10,ICHxwa,ICHxwa/101,,
,,BECv10,ICHxwa,ICHxwa/102,,
,,BECv10,ICHxwa,ICHxwa/103,,
,,BECv10,ICHxwa,ICHxwa/104,,
,,BECv10,ICHxwa,ICHxwa/110,,
,,BECv10,ICHxwa,ICHxwa/111,,
,,BECv10,ICHxwa,ICHxwa/112,,
,,BECv10,ICHxwa,ICHxwa/113,,
,,BECv10,ICHxwa,ICHxwa/Fm01,Mid fluvial bench,Fm
,,BECv10,ICHxwa,ICHxwa/Ro,Lithic,
,,BECv10,IDFdc,IDFdc/01,,
,,BECv10,IDFdc,IDFdc/02,,
,,BECv10,IDFdc,IDFdc/03,,
,,BECv10,IDFdc,IDFdc/04,,
,,BECv10,IDFdc,IDFdc/05,,
,,BECv10,IDFdc,IDFdc/06,,
,,BECv10,IDFdc,IDFdc/07,,
,,BECv10,IDFdc,IDFdc/08,,
,,BECv10,IDFdc,IDFdc/Gg,Insolation,IN2
,,BECv12,IDFdh,IDFdh/101,,
,,BECv12,IDFdh,IDFdh/102,,
,,BECv12,IDFdh,IDFdh/103,,
,,BECv12,IDFdh,IDFdh/104,,
,,BECv12,IDFdh,IDFdh/110,,
,,BECv12,IDFdh,IDFdh/111,,
,,BECv12,IDFdh,IDFdh/Fm01,Mid fluvial bench,Fm
,,BECv12,IDFdh,IDFdh/Fm05,Mid fluvial bench,Fm
,,BECv12,IDFdh,IDFdh/Ro,Lithic,
,,USA_2019,IDFdh_MT,IDFdh_MT/101,,
,,USA_2019,IDFdh_MT,IDFdh_MT/102,,
,,USA_2019,IDFdh_MT,IDFdh_MT/103,,
,,USA_2019,IDFdh_MT,IDFdh_MT/110,,
,,USA_2019,IDFdh_MT,IDFdh_MT/111,,
,,USA_2019,IDFdh_MT,IDFdh_MT/112,,
,,USA_2019,IDFdh_MT,IDFdh_MT/113,,
,,USA_2019,IDFdh_MT,IDFdh_MT/Ro,Lithic,
,,USA_2019,IDFdh_UT,IDFdh_UT/101,,
,,USA_2019,IDFdh_UT,IDFdh_UT/102,,
,,USA_2019,IDFdh_UT,IDFdh_UT/110,,
,,USA_2019,IDFdh_UT,IDFdh_UT/111,,
,,USA_2019,IDFdh_UT,IDFdh_UT/112,,
,,USA_2019,IDFdh_UT,IDFdh_UT/113,,
,,USA_2019,IDFdh_UT,IDFdh_UT/Gg,Insolation,IN2
,,USA_2019,IDFdh_UT,IDFdh_UT/Ro,Lithic,
,,USA_2019,IDFdh_WA,IDFdh_WA/101,,
,,USA_2019,IDFdh_WA,IDFdh_WA/102,,
,,USA_2019,IDFdh_WA,IDFdh_WA/103,,
,,USA_2019,IDFdh_WA,IDFdh_WA/110,,
,,USA_2019,IDFdh_WA,IDFdh_WA/111,,
,,USA_2019,IDFdh_WA,IDFdh_WA/112,,
,,USA_2019,IDFdh_WA,IDFdh_WA/113,,
,,USA_2019,IDFdh_WA,IDFdh_WA/Ro,Lithic,
,,USA_2019,IDFdk_MT,IDFdk_MT/101,,
,,USA_2019,IDFdk_MT,IDFdk_MT/102,,
,,USA_2019,IDFdk_MT,IDFdk_MT/103,,
,,USA_2019,IDFdk_MT,IDFdk_MT/110,,
,,USA_2019,IDFdk_MT,IDFdk_MT/111,,
,,USA_2019,IDFdk_MT,IDFdk_MT/112,,
,,USA_2019,IDFdk_MT,IDFdk_MT/113,,
,,USA_2019,IDFdk_MT,IDFdk_MT/Ro,Lithic,
,,USA_2019,IDFdk_WA,IDFdk_WA/101,,
,,USA_2019,IDFdk_WA,IDFdk_WA/102,,
,,USA_2019,IDFdk_WA,IDFdk_WA/103,,
,,USA_2019,IDFdk_WA,IDFdk_WA/110,,
,,USA_2019,IDFdk_WA,IDFdk_WA/111,,
,,USA_2019,IDFdk_WA,IDFdk_WA/112,,
,,USA_2019,IDFdk_WA,IDFdk_WA/113,,
,,USA_2019,IDFdk_WA,IDFdk_WA/Ro,Lithic,
,,BECv12,IDFdk1,IDFdk1/101,,
,,BECv12,IDFdk1,IDFdk1/102,,
,,BECv12,IDFdk1,IDFdk1/103,Insolation,IN
,,BECv12,IDFdk1,IDFdk1/104,,
,,BECv12,IDFdk1,IDFdk1/105,Cold air influence,CA
,,BECv12,IDFdk1,IDFdk1/110,,
,,BECv12,IDFdk1,IDFdk1/111,,
,,BECv12,IDFdk1,IDFdk1/Fm02,Mid fluvial bench,Fm
,,BECv12,IDFdk1,IDFdk1/Fm05,Mid fluvial bench,Fm
,,BECv10,IDFdk1,IDFdk1/Gg1,Insolation,IN2
,,BECv10,IDFdk1,IDFdk1/Gg2,Insolation,IN2
,,BECv10,IDFdk1,IDFdk1/Ro,Lithic,
,,BECv12,IDFdk2,IDFdk2/101,,
,,BECv12,IDFdk2,IDFdk2/102,,
,,BECv12,IDFdk2,IDFdk2/103,Insolation,IN
,,BECv12,IDFdk2,IDFdk2/104,,
,,BECv12,IDFdk2,IDFdk2/105,Cold air influence,CA
,,BECv12,IDFdk2,IDFdk2/110,,
,,BECv12,IDFdk2,IDFdk2/111,,
,,BECv12,IDFdk2,IDFdk2/Fm02,Mid fluvial bench,Fm
,,BECv10,IDFdk2,IDFdk2/Gg,Insolation,IN2
,,BECv10,IDFdk3,IDFdk3/01,,
,,BECv10,IDFdk3,IDFdk3/02,Insolation,IN
,,BECv10,IDFdk3,IDFdk3/03,,
,,BECv10,IDFdk3,IDFdk3/04,Insolation,IN
,,BECv10,IDFdk3,IDFdk3/05,Cool aspects,CAS
,,BECv10,IDFdk3,IDFdk3/06,Insolation,IN
,,BECv10,IDFdk3,IDFdk3/07,,
,,BECv10,IDFdk3,IDFdk3/08,,
,,BECv10,IDFdk3,IDFdk3/09,,
,,BECv10,IDFdk3,IDFdk3/Ro,Lithic,
,,BECv10,IDFdk4,IDFdk4/01,,
,,BECv10,IDFdk4,IDFdk4/02,,
,,BECv10,IDFdk4,IDFdk4/03,Insolation,IN
,,BECv10,IDFdk4,IDFdk4/04,Insolation,IN
,,BECv10,IDFdk4,IDFdk4/05,,
,,BECv10,IDFdk4,IDFdk4/06,,
,,BECv10,IDFdk4,IDFdk4/07,Cool aspects,CAS
,,BECv10,IDFdk4,IDFdk4/08,Cold air influence,CA
,,BECv10,IDFdk4,IDFdk4/09,,
,,BECv10,IDFdk4,IDFdk4/10,,
,,BECv10,IDFdk4,IDFdk4/Ro,Lithic,
,,BECv11,IDFdk5,IDFdk5/101,,
,,BECv11,IDFdk5,IDFdk5/102,,
,,BECv11,IDFdk5,IDFdk5/103,Insolation,IN
,,BECv11,IDFdk5,IDFdk5/104,,
,,BECv11,IDFdk5,IDFdk5/110,,
,,BECv11,IDFdk5,IDFdk5/111,Cold air influence,CA
,,BECv11,IDFdk5,IDFdk5/Fm01,Mid fluvial bench,Fm
,,BECv11,IDFdk5,IDFdk5/Fm02,Mid fluvial bench,Fm
,,BECv11,IDFdk5,IDFdk5/Fm07,Mid fluvial bench,Fm
,,BECv11,IDFdk5,IDFdk5/Ro,Lithic,
,,USA_2020,IDFdkx_MT,IDFdkx_MT/101,,
,,USA_2020,IDFdkx_MT,IDFdkx_MT/102,,
,,USA_2020,IDFdkx_MT,IDFdkx_MT/103,,
,,USA_2020,IDFdkx_MT,IDFdkx_MT/110,,
,,USA_2020,IDFdkx_MT,IDFdkx_MT/111,,
,,USA_2020,IDFdkx_MT,IDFdkx_MT/112,,
,,USA_2020,IDFdkx_MT,IDFdkx_MT/113,,
,,USA_2019,IDFdkx_MT,IDFdkx_MT/Ro,Lithic,
,,USA_2019,IDFdm_MT,IDFdm_MT/101,,
,,USA_2019,IDFdm_MT,IDFdm_MT/102,,
,,USA_2019,IDFdm_MT,IDFdm_MT/103,,
,,USA_2019,IDFdm_MT,IDFdm_MT/110,,
,,USA_2019,IDFdm_MT,IDFdm_MT/111,,
,,USA_2019,IDFdm_MT,IDFdm_MT/112,,
,,USA_2019,IDFdm_MT,IDFdm_MT/113,,
