"Region","ZoneSubzone","SiteSeries","SiteSeriesName","Standard","StockingTarget","StockingMINpa","StockingMINp","StockingDelay","AssessmentEarliest","AssessmentLatest","Flag","Comment"
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh1","103","BlFd – Huckleberry – Falsebox","1050249",1200,700,600,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh1","104","BlHw – Huckleberry – Pipecleaner moss","1050250",1200,700,600,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh1","110","Se – Devil's club – Lady fern","10550251",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh1","111","SeBl – Horsetail – Canby's lovage","1050252",1000,500,400,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh2","101","BlHw – Rhododendron – Foamflower","1050253",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh2","102","Bl – Huckleberry – Rock-moss","1050254",1000,500,400,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh2","103","Bl – Huckleberry – Falsebox","1050255",1200,700,600,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh2","104","BlHw – Huckleberry – Pipecleaner moss","1050256",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh2","110","BlSe – Azalea – Oak fern","1050257",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh2","111","Se – Devil's club – Lady fern","1050258",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh2","112","SeBl – Horsetail – Canby's lovage","1050259",1000,500,400,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh3","101","BlHw – Rhododendron – Foamflower","1050260",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh3","102","BlFd – Bear-grass – Rock-moss","1050261",1000,500,400,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh3","103","BlPl – Huckleberry – Bear-grass","1050262",1200,700,600,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh3","104","Bl – Rhododendron – Bear-grass – Pipecleaner moss","1050263",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh3","110","Bl – Rhododendron – Oak fern","1050264",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh3","111","Se – Devil's club – Lady fern","1050265",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwh3","112","SeBl – Horsetail – Canby's lovage","1050266",1000,500,400,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm2","101","Bl – Rhododendron – Azalea – Foamflower","1050267",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm2","102","BlPa – Huckleberry – Clad lichen","1050268",1000,500,400,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm2","103","Bl – Azalea – Rhododendron ","1050269",1200,700,600,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm2","104","Bl – Rhododendron – Huckleberry – Heron's-bill moss","1050270",1200,700,600,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm2","110","BlSe – Azalea – Oak fern","1050271",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm2","111","Bl – Arrow-leaved groundsel – Canby's lovage","1050272",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm2","112","SeBl – Horsetail – Canby's lovage","1050273",1000,500,400,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm3","101","Bl – Rhododendron – Azalea – Foamflower","1050274",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm3","102","Bl – Huckleberry – Bear-grass","1050275",1000,500,400,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm3","103","BlSe – Rhododendron – Bear-grass","1050276",1200,700,600,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm3","104","Bl – Rhododendron – Huckleberry – Heron's-bill moss","1050277",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm3","105","BlSe – Bear-grass – Arnica","1050278",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm3","110","Bl – Rhododendron – Foamflower – Arnica","1050279",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm3","111","Bl – Arrow-leaved groundsel – Canby's lovage","1050280",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm3","112","SeBl – Horsetail – Canby's lovage","1050281",1000,500,400,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm4","101","Bl – Rhododendron – Azalea – Foamflower","1050282",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm4","102","BlPl – Low bilberry – Bear-grass","1050283",1000,500,400,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm4","103","Bl – Azalea – Low bilberry","1050284",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm4","110","BlSe – Azalea – Oak fern","1050285",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwm4","111","Bl – Arrow-leaved groundsel – Canby's lovage","1050286",1000,500,400,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwmw","101","Bl – Rhododendron – Wood-rush","1050287",1200,700,600,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwmw","102","BlLa – Heron's-bill moss","1050288",1000,500,400,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwmw","103","Bl(La) – Huckleberry – Grouseberry","1050289",1200,700,600,7,15,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ESSFwmw","110","Bl – Valerian – Hellebore – Globeflower","1050290",1000,500,400,4,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdm","101","HwCw – Queen's cup – Pipecleaner moss","1050291",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdm","102","Fd – Snowberry – Oregon-grape","1050292",1000,500,400,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdm","103","Pl(Lw) – Pinegrass – Grouseberry","1050293",1200,700,600,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdm","110","CwHw – Oak fern","1050294",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdm","111","CwHw – Devil's club – Lady fern","1050295",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdm","112","SxwCw – Horsetail – Lady fern","1050296",1000,500,400,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw1","101","CwFd – Prince's pine – Twinflower","1050297",1200,700,600,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw1","102","Fd(Py) – Falsebox – Pinegrass","1050298",600,400,400,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw1","103","Fd(Py) – Douglas maple – Pinegrass","1050299",1000,500,400,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw1","104","FdCw – Douglas maple – Prince's pine","1050300",1200,700,600,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw1","110","CwHw – Oak fern","1050301",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw1","111","CwHw – Devil's club – Lady fern","1050302",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw1","112","CwHw – Horsetail – Lady fern","1050303",1000,500,400,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw1","113","CwSxw – Skunk cabbage","1050304",1000,500,400,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw4","101","CwFd – Prince's pine – Twinflower","1050305",1200,700,600,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw4","102","FdPl– Juniper – Kinnikinnick","1050306",600,400,400,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw4","103","Fd – Douglas maple – Pinegrass","1050307",1000,500,400,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw4","104","FdCw – Douglas maple – Prince's pine","1050308",1200,700,600,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw4","110","CwHw – Devil's club – Lady fern","1050309",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw4","111","CwHw – Horsetail – Lady fern","1050310",1000,500,400,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHdw4","112","CwSxw – Skunk cabbage","1050311",1000,500,400,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw2","101","HwCw – Falsebox","1050312",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw2","102","Fd(Pl) – Falsebox – Pinegrass","1050313",1000,500,400,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw2","103","Fd – Douglas maple – Falsebox","1050314",1000,500,400,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw2","104","FdCw – Falsebox – Prince's pine","1050315",1200,700,600,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw2","110","CwHw – Oak fern","1050316",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw2","111","CwHw – Devil's club – Lady fern","1050322",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw2","112","Sxw(Hw) – Huckleberry – Oak fern","1050328",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw2","113","CwHw – Horsetail – Lady fern","1050331",1000,500,400,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw2","114","CwSxw – Skunk cabbage","1050332",1000,500,400,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw4","101","HwCw – Falsebox","1050333",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw4","102","FdPl – Juniper – Kinnikinnick","1050334",1000,500,400,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw4","103","Fd – Douglas maple – Falsebox","1050335",1000,500,400,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw4","104","FdCw – Falsebox – Prince's pine","1050336",1200,700,600,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw4","110","CwHw – Oak fern","1050337",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw4","111","Sxw(Hw) – Huckleberry – Oak fern","1050338",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw4","112","CwHw – Devil's club – Lady fern","1050339",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw4","113","SxwBl – Devil's club – Lady fern","1050357",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw4","114","SxwCw – Horsetail – Lady fern","1050358",1000,500,400,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw5","101","HwCw – Falsebox","1050359",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw5","102","FdPl – Juniper – Kinnikinnick","1050360",1000,500,400,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw5","103","Fd – Douglas maple – Falsebox","1050361",1000,500,400,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw5","104","FdCw – Falsebox – Prince's pine","1050362",1200,700,600,7,12,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw5","110","CwHw – Oak fern","1050363",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw5","111","CwHw – Devil's club – Lady fern","1050364",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw5","112","Sxw(Hw) – Huckleberry – Oak fern","1050365",1200,700,600,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHmw5","113","CwSxw – Skunk cabbage","1050366",1000,500,400,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxw","101","CwFd – Hazelnut – Sarsaparilla","1050367",1200,700,600,7,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxw","102","FdPy – Oceanspray – Bluebunch wheatgrass","1050368",600,400,400,7,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxw","103","FdPy – Oregon-grape – Pinegrass","1050369",600,400,400,7,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxw","104","Fd(Py) – Douglas maple – Pinegrass","1050370",1000,500,400,7,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxw","110","CwHw – Foamflower","1050371",1200,700,600,7,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxw","111","CwHw – Oak fern","1050372",1200,700,600,4,9,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxw","112","CwHw – Horsetail – Lady fern","1050373",1000,500,400,4,9,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxw","113","CwSxw – Skunk cabbage","1050374",1000,500,400,4,9,15,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxwa","101","CwFd – Hazelnut – Sarsaparilla","1050375",1200,700,600,7,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxwa","102","FdPy – Oceanspray – Bluebunch wheatgrass","1050377",600,400,400,7,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxwa","103","FdPy – Oregon-grape – Pinegrass","1050378",600,400,400,7,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxwa","104","Fd(Py) – Douglas maple – Pinegrass","1050379",1000,500,400,7,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxwa","110","CwHw – Foamflower","1050380",1200,700,600,7,12,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxwa","111","CwHw – Oak fern","1050381",1200,700,600,4,9,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxwa","112","CwHw – Horsetail – Lady fern","1050382",1000,500,400,4,9,20,0,
"LMH70-S. Central Columbia Mts.(2016)","ICHxwa","113","CwSxw – Skunk cabbage","1050383",1000,500,400,4,9,15,0,
"LMH71-East Kootenay (2018)","ESSFdk1","101",,"1062159",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ESSFdk1","102",,"1062160",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","ESSFdk1","103",,"1062162",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","ESSFdk1","104",,"1062163",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ESSFdk1","110",,"1062164",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFdk1","111",,"1062165",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFdk2","101",,"1062166",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ESSFdk2","102",,"1062167",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","ESSFdk2","103",,"1062169",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","ESSFdk2","104",,"1062170",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ESSFdk2","110",,"1062171",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFdk2","111",,"1062172",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFdk2","112",,"1062173",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFdkw","101",,"1062174",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFdkw","102",,"1062175",1000,500,400,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFdkw","103",,"1062176",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFdkw","110",,"1062177",1000,500,400,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFwm1","101",,"1062178",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFwm1","102",,"1062179",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","ESSFwm1","103",,"1062180",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFwm1","104",,"1062181",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFwm1","110",,"1062182",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFwm1","111",,"1062183",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFwm1","112",,"1062184",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFmm3","101",,"1062204",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFmm3","102",,"1062205",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","ESSFmm3","103",,"1062206",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","ESSFmm3","104",,"1062207",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ESSFmm3","110",,"1062208",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFmm3","111",,"1062209",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","ESSFmm3","112",,"1062210",1000,500,400,4,,20,0,
"LMH71-East Kootenay (2018)","ICHmk4","101",,"1062211",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk4","102a",,"1062363",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk4","102b",,"1062213",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk4","103",,"1062214",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk4","110",,"1062215",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk4","111",,"1062216",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk4","112",,"1062217",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk5","101",,"1062218",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk5","102",,"1062220",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk5","103",,"1062221",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk5","104",,"1062222",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk5","110",,"1062223",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk5","111",,"1062224",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","ICHmk5","112",,"1062225",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","MSdk","101",,"1062251",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","MSdk","102",,"1062364",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","MSdk","103",,"1062253",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","MSdk","104",,"1062255",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","MSdk","105",,"1062256",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","MSdk","110",,"1062257",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","MSdk","110",,"1062258",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","MSdk","111",,"1062259",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","MSdk","112",,"1062260",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","MSdw","101",,"1062261",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","MSdw","102",,"1062365",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","MSdw","103",,"1062263",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","MSdw","104",,"1062265",1200,700,600,7,,20,0,
"LMH71-East Kootenay (2018)","MSdw","110",,"1062266",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","MSdw","110",,"1062267",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","MSdw","111",,"1062268",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","MSdw","112",,"1062269",1200,700,600,4,,20,0,
"LMH71-East Kootenay (2018)","IDFdk5","102",,"1062366",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFdk5","103",,"1062367",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFdk5","104",,"1062368",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFdm2","102",,"1062369",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFdm2","103",,"1062377",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFdm2","104",,"1062378",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxk","101",,"1062379",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxk","102",,"1062380",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxk","103",,"1062381",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxk","110",,"1062382",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxk","111",,"1062383",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxk","112",,"1062384",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxk","113",,"1062385",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxx2","101",,"1062386",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxx2","102",,"1062387",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxx2","103",,"1062388",600,400,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxx2","104",,"1062389",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxx2","110",,"1062390",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxx2","111",,"1062391",1000,500,400,7,,20,0,
"LMH71-East Kootenay (2018)","IDFxx2","112",,"1062392",1000,500,400,7,,20,0,
"LMH75-Boundary-Ok (2021)","ESSFdc1","101","BlSe – Rhododendron – Valerian","1050217",1200,700,600,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ESSFdc1","102","BlPl – Huckleberry","1050218",1000,500,400,7,15,20,0,
"LMH75-Boundary-Ok (2021)","ESSFdc1","103","BlPl – Falsebox – Grouseberry","1050219",1200,700,600,7,15,20,0,
"LMH75-Boundary-Ok (2021)","ESSFdc1","104","Bl – Rhododendron – Grouseberry","1050220",1200,700,600,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ESSFdc1","110","BlSe – Rhododendron – Hellebore","1050221",1200,700,600,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ESSFdc1","111","Bl – Valerian – Foamflower","1050222",1200,700,600,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ESSFdc1","112","Se – Horsetail – Globeflower","1050223",1000,500,400,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ESSFdcw","101","Bl – Valerian – Wood–rush","1050224",1200,700,600,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ESSFdcw","102","BlPa – Grouseberry","1050225",1000,500,400,7,15,20,0,
"LMH75-Boundary-Ok (2021)","ESSFdcw","103","Bl – Rhododendron – Grouseberry","1050226",1200,700,600,7,15,20,0,
"LMH75-Boundary-Ok (2021)","ESSFdcw","110","Bl – Valerian – Hellebore – Globeflower","1050227",1000,500,400,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ESSFmh","101","BlSe – Rhododendron – Foamflower","1050228",1200,700,600,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ESSFmh","102","FdPl – Juniper – Falsebox","1050229",1000,500,400,7,15,20,0,
"LMH75-Boundary-Ok (2021)","ESSFmh","103","BlFd – Huckleberry – Falsebox","1050230",1200,700,600,7,15,20,0,
"LMH75-Boundary-Ok (2021)","ESSFmh","104","BlPl – Falsebox – Grouseberry","1050231",1200,700,600,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ESSFmh","105","BlCwLw – Queen's cup","1050232",1200,700,600,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ESSFmh","110","Bl – Rhododendron – Oak fern","1050233",1200,700,600,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ESSFmh","111","BlSe – Lady fern – Oak fern","1050234",1200,700,600,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ESSFmh","112","SeBl – Horsetail – Arrow–leaved groundsel","1050235",1000,500,400,4,12,20,0,
"LMH75-Boundary-Ok (2021)","ICHdw4","101","CwFd – Prince's pine – Twinflower","1050305",1200,700,600,7,12,15,0,
"LMH75-Boundary-Ok (2021)","ICHdw4","102","FdPl– Juniper – Kinnikinnick","1050306",600,400,400,7,12,15,0,
"LMH75-Boundary-Ok (2021)","ICHdw4","103","Fd – Douglas maple – Pinegrass","1050307",1000,500,400,7,12,15,0,
"LMH75-Boundary-Ok (2021)","ICHdw4","104","FdCw – Douglas maple – Prince's pine","1050308",1200,700,600,7,12,15,0,
"LMH75-Boundary-Ok (2021)","ICHdw4","110","CwHw – Devil's club – Lady fern","1050309",1200,700,600,4,9,15,0,
"LMH75-Boundary-Ok (2021)","ICHdw4","111","CwHw – Horsetail – Lady fern","1050310",1000,500,400,4,9,15,0,
"LMH75-Boundary-Ok (2021)","ICHdw4","112","CwSxw – Skunk cabbage","1050311",1000,500,400,4,9,15,0,
"LMH75-Boundary-Ok (2021)","ICHmk1","101","CwSxw – Falsebox","999",1200,700,600,7,12,20,0,
"LMH75-Boundary-Ok (2021)","ICHmk1","102","Fd – Penstemon – Pinegrass","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","ICHmk1","103","Fd – Juniper – Pinegrass","999",1000,500,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","ICHmk1","104","Sxw(Lw) – Grouseberry – Feathermoss","999",1200,700,600,7,12,20,0,
"LMH75-Boundary-Ok (2021)","ICHmk1","105","FdLw – Falsebox – Pinegrass","999",1200,700,600,7,12,20,0,
"LMH75-Boundary-Ok (2021)","ICHmk1","110","CwSxw – Gooseberry – Foamflower","999",1200,700,600,4,9,20,0,
"LMH75-Boundary-Ok (2021)","ICHmk1","111","SxwCw – Devil’s club – Oak fern","999",1200,700,600,4,9,20,0,
"LMH75-Boundary-Ok (2021)","ICHmk1","112","Sxw(Cw) – Horsetail – Oak fern","999",1000,500,400,4,9,20,0,
"LMH75-Boundary-Ok (2021)","ICHmw5","101","HwCw – Falsebox","1050359",1200,700,600,4,9,15,0,
"LMH75-Boundary-Ok (2021)","ICHmw5","102","FdPl – Juniper – Kinnikinnick","1050360",1000,500,400,7,12,15,0,
"LMH75-Boundary-Ok (2021)","ICHmw5","103","Fd – Douglas maple – Falsebox","1050361",1000,500,400,7,12,15,0,
"LMH75-Boundary-Ok (2021)","ICHmw5","104","FdCw – Falsebox – Prince's pine","1050362",1200,700,600,7,12,15,0,
"LMH75-Boundary-Ok (2021)","ICHmw5","110","CwHw – Oak fern","1050363",1200,700,600,4,9,15,0,
"LMH75-Boundary-Ok (2021)","ICHmw5","111","CwHw – Devil's club – Lady fern","1050364",1200,700,600,4,9,15,0,
"LMH75-Boundary-Ok (2021)","ICHmw5","112","Sxw(Hw) – Huckleberry – Oak fern","1050365",1200,700,600,4,9,15,0,
