Region,ZoneSubzone,SS_NoSpace,Species,Suitability,PreferredAcceptable,Standard,FN1,FN2,FN3,FN4,FN5
Vancouver,CWHvh3,CWHvh3/102,Hw,3,X,1047952,53,,,,
Vancouver,CWHvh3,CWHvh3/101a,Dr,3,X,1047953,901,,,,
Vancouver,CWHvh3,CWHvh3/101a,Cw,1,P,1047953,48,,,,
Vancouver,CWHvh3,CWHvh3/101a,Hw,1,P,1047953,,,,,
Vancouver,CWHvh3,CWHvh3/101a,Pl,2,A,1047953,,,,,
Vancouver,CWHvh3,CWHvh3/101a,Yc,2,P,1047953,48,,,,
Vancouver,CWHvh3,CWHvh3/101a,Ss,3,X,1047953,7,,,,
Vancouver,CWHvh3,CWHvh3/101b/c,Dr,3,X,1047954,901,,,,
Vancouver,CWHvh3,CWHvh3/101b/c,Cw,1,P,1047954,48,,,,
Vancouver,CWHvh3,CWHvh3/101b/c,Hw,1,P,1047954,,,,,
Vancouver,CWHvh3,CWHvh3/101b/c,Pl,2,A,1047954,,,,,
Vancouver,CWHvh3,CWHvh3/101b/c,Yc,2,P,1047954,48,,,,
Vancouver,CWHvh3,CWHvh3/105,Dr,3,X,1047956,901,,,,
Vancouver,CWHvh3,CWHvh3/105,Cw,1,P,1047956,48,,,,
Vancouver,CWHvh3,CWHvh3/105,Hw,1,P,1047956,,,,,
Vancouver,CWHvh3,CWHvh3/105,Ss,1,P,1047956,,,,,
Vancouver,CWHvh3,CWHvh3/105,Yc,3,A,1047956,48,,,,
Vancouver,CWHvh3,CWHvh3/106,Dr,1,X,1047957,39,900,,,
Vancouver,CWHvh3,CWHvh3/106,Cw,1,P,1047957,48,,,,
Vancouver,CWHvh3,CWHvh3/106,Ss,1,P,1047957,,,,,
Vancouver,CWHvh3,CWHvh3/106,Hw,2,A,1047957,2,,,,
Vancouver,CWHvh3,CWHvh3/106,Yc,3,A,1047957,48,,,,
Vancouver,CWHvh3,CWHvh3/110,Dr,1,X,1047958,39,900,,,
Vancouver,CWHvh3,CWHvh3/110,Cw,1,P,1047958,48,,,,
Vancouver,CWHvh3,CWHvh3/110,Ss,1,P,1047958,,,,,
Vancouver,CWHvh3,CWHvh3/110,Hw,2,A,1047958,2,,,,
Vancouver,CWHvh3,CWHvh3/110,Yc,3,A,1047958,48,,,,
Vancouver,CWHvh3,CWHvh3/114,Dr,1,X,1047982,39,41,900,,
Vancouver,CWHvh3,CWHvh3/114,Cw,1,P,1047982,48,,,,
Vancouver,CWHvh3,CWHvh3/114,Ss,1,P,1047982,,,,,
Vancouver,CWHvh3,CWHvh3/114,Hw,2,A,1047982,2,,,,
Vancouver,CWHvh3,CWHvh3/114,Yc,3,A,1047982,48,,,,
Vancouver,CWHvh3,CWHvh3/111,Dr,1,X,1047983,39,41,900,,
Vancouver,CWHvh3,CWHvh3/111,Ss,1,P,1047983,,,,,
Vancouver,CWHvh3,CWHvh3/111,Cw,2,A,1047983,48,,,,
Vancouver,CWHvh3,CWHvh3/111,Hw,2,A,1047983,,,,,
Vancouver,CWHvh3,CWHvh3/112,Dr,1,X,1047984,39,41,900,,
Vancouver,CWHvh3,CWHvh3/112,Ss,1,P,1047984,1,,,,
Vancouver,CWHvh3,CWHvh3/112,Cw,2,A,1047984,1,48,,,
Vancouver,CWHvh3,CWHvh3/112,Hw,3,X,1047984,1,,,,
Vancouver,CWHvh3,CWHvh3/115,Dr,3,X,1047985,901,,,,
Vancouver,CWHvh3,CWHvh3/115,Cw,1,P,1047985,1,48,,,
Vancouver,CWHvh3,CWHvh3/115,Hw,1,P,1047985,1,,,,
Vancouver,CWHvh3,CWHvh3/115,Yc,1,P,1047985,1,48,,,
Vancouver,CWHvh3,CWHvh3/115,Pl,2,A,1047985,1,,,,
Vancouver,CWHvh3,CWHvh3/Wb53,Cw,1,P,1047986,1,48,,,
Vancouver,CWHvh3,CWHvh3/Wb53,Pl,1,P,1047986,1,,,,
Vancouver,CWHvh3,CWHvh3/Wb53,Yc,1,P,1047986,1,48,,,
Vancouver,CWHvh3,CWHvh3/117a,Dr,3,X,1047987,901,,,,
Vancouver,CWHvh3,CWHvh3/117a,Cw,1,P,1047987,1,48,,,
Vancouver,CWHvh3,CWHvh3/117a,Yc,1,P,1047987,1,48,,,
Vancouver,CWHvh3,CWHvh3/117a,Ss,2,A,1047987,1,,,,
Vancouver,CWHvh3,CWHvh3/117a,Hw,3,X,1047987,1,,,,
Vancouver,CWHvh3,CWHvh3/117a,Pl,3,X,1047987,53,,,,
Vancouver,CWHvh3,CWHvh3/117b,Dr,3,X,1047988,901,,,,
Vancouver,CWHvh3,CWHvh3/117b,Cw,1,P,1047988,1,48,,,
Vancouver,CWHvh3,CWHvh3/117b,Yc,1,P,1047988,1,48,,,
Vancouver,CWHvh3,CWHvh3/117b,Hw,3,A,1047988,1,,,,
Vancouver,CWHvh3,CWHvh3/117b,Pl,3,X,1047988,53,,,,
Vancouver,CWHvh3,CWHvh3/117b,Ss,3,X,1047988,1,,,,
Vancouver,CWHvh3,CWHvh3/103.1,Dr,3,X,1047989,901,,,,
Vancouver,CWHvh3,CWHvh3/103.1,Ss,1,P,1047989,,,,,
Vancouver,CWHvh3,CWHvh3/103.1,Cw,3,A,1047989,48,,,,
Vancouver,CWHvh3,CWHvh3/103.1,Hw,3,A,1047989,,,,,
Vancouver,CWHvh3,CWHvh3/104,Dr,3,X,1047990,901,,,,
Vancouver,CWHvh3,CWHvh3/104,Ss,1,P,1047990,,,,,
Vancouver,CWHvh3,CWHvh3/104,Cw,3,A,1047990,48,,,,
Vancouver,CWHvh3,CWHvh3/104,Hw,3,A,1047990,,,,,
Vancouver,CWHvh3,CWHvh3/103.2,Dr,3,X,1047991,901,,,,
Vancouver,CWHvh3,CWHvh3/103.2,Ss,1,P,1047991,,,,,
Vancouver,CWHvh3,CWHvh3/103.2,Cw,3,A,1047991,48,,,,
Vancouver,CWHvh3,CWHvh3/103.2,Hw,3,A,1047991,,,,,
Vancouver,CWHvh3,CWHvh3/106,Dr,1,X,1047992,39,900,,,
Vancouver,CWHvh3,CWHvh3/106,Cw,1,P,1047992,48,,,,
Vancouver,CWHvh3,CWHvh3/106,Ss,1,P,1047992,,,,,
Vancouver,CWHvh3,CWHvh3/106,Hw,2,A,1047992,2,,,,
Vancouver,CWHvh3,CWHvh3/106,Yc,3,A,1047992,48,,,,
Vancouver,CWHvh3,CWHvh3/116,Dr,3,X,1047993,901,,,,
Vancouver,CWHvh3,CWHvh3/116,Ss,1,P,1047993,1,,,,
Vancouver,CWHvh3,CWHvh3/116,Cw,2,A,1047993,1,48,,,
Vancouver,CWHvh3,CWHvh3/116,Hw,3,X,1047993,1,,,,
Vancouver,CWHwh1,CWHwh1/101,Dr,1,X,1047994,7,48,900,,
Vancouver,CWHwh1,CWHwh1/101,Cw,1,P,1047994,48,,,,
Vancouver,CWHwh1,CWHwh1/101,Hw,1,P,1047994,,,,,
Vancouver,CWHwh1,CWHwh1/101,Ss,1,P,1047994,,,,,
Vancouver,CWHwh1,CWHwh1/102,Dr,3,X,1047995,901,,,,
Vancouver,CWHwh1,CWHwh1/102,Cw,1,P,1047995,48,,,,
Vancouver,CWHwh1,CWHwh1/102,Hw,1,P,1047995,,,,,
Vancouver,CWHwh1,CWHwh1/102,Ss,2,P,1047995,,,,,
Vancouver,CWHwh1,CWHwh1/102,Pl,3,A,1047995,53,,,,
Vancouver,CWHwh1,CWHwh1/105,Dr,1,X,1047996,48,900,,,
Vancouver,CWHwh1,CWHwh1/105,Cw,1,P,1047996,48,,,,
Vancouver,CWHwh1,CWHwh1/105,Ss,1,P,1047996,,,,,
Vancouver,CWHwh1,CWHwh1/105,Hw,2,A,1047996,2,,,,
Vancouver,CWHwh1,CWHwh1/110,Dr,3,X,1047998,7,41,48,901,
Vancouver,CWHwh1,CWHwh1/110,Cw,1,P,1047998,48,,,,
Vancouver,CWHwh1,CWHwh1/110,Hw,1,P,1047998,,,,,
Vancouver,CWHwh1,CWHwh1/110,Pl,3,A,1047998,,,,,
Vancouver,CWHwh1,CWHwh1/110,Ss,3,X,1047998,,,,,
Vancouver,CWHwh1,CWHwh1/111,Dr,1,X,1047999,48,900,,,
Vancouver,CWHwh1,CWHwh1/111,Cw,1,P,1047999,48,,,,
Vancouver,CWHwh1,CWHwh1/111,Ss,1,P,1047999,,,,,
Vancouver,CWHwh1,CWHwh1/111,Hw,2,A,1047999,2,,,,
Vancouver,CWHwh1,CWHwh1/116,Dr,1,X,1048000,41,48,900,,
Vancouver,CWHwh1,CWHwh1/116,Cw,1,P,1048000,1,48,,,
Vancouver,CWHwh1,CWHwh1/116,Ss,1,P,1048000,1,,,,
Vancouver,CWHwh1,CWHwh1/116,Hw,2,A,1048000,1,2,,,
Vancouver,CWHwh1,CWHwh1/112,Dr,1,X,1048001,48,900,,,
Vancouver,CWHwh1,CWHwh1/112,Ss,1,P,1048001,,,,,
Vancouver,CWHwh1,CWHwh1/112,Cw,2,A,1048001,48,,,,
Vancouver,CWHwh1,CWHwh1/112,Hw,2,A,1048001,,,,,
Vancouver,CWHwh1,CWHwh1/113,Dr,1,X,1048002,48,900,,,
Vancouver,CWHwh1,CWHwh1/113,Ss,1,P,1048002,1,,,,
Vancouver,CWHwh1,CWHwh1/113,Cw,2,A,1048002,1,48,,,
Vancouver,CWHwh1,CWHwh1/113,Hw,3,X,1048002,1,,,,
Vancouver,CWHwh1,CWHwh1/115,Dr,3,X,1048003,901,,,,
Vancouver,CWHwh1,CWHwh1/115,Cw,1,P,1048003,1,48,,,
Vancouver,CWHwh1,CWHwh1/115,Hw,2,P,1048003,1,,,,
Vancouver,CWHwh1,CWHwh1/115,Yc,2,A,1048003,1,48,,,
Vancouver,CWHwh1,CWHwh1/115,Hm,3,X,1048003,,,,,
Vancouver,CWHwh1,CWHwh1/115,Pl,3,A,1048003,1,,,,
Vancouver,CWHwh1,CWHwh1/Wb51,Pl,1,P,1048004,1,,,,
Vancouver,CWHwh1,CWHwh1/Wb51,Cw,3,A,1048004,1,48,,,
Vancouver,CWHwh1,CWHwh1/Wb51,Yc,3,A,1048004,1,48,,,
Vancouver,CWHwh1,CWHwh1/118a,Dr,3,X,1048005,901,,,,
Vancouver,CWHwh1,CWHwh1/118a,Cw,1,P,1048005,1,48,,,
Vancouver,CWHwh1,CWHwh1/118a,Ss,2,A,1048005,1,,,,
Vancouver,CWHwh1,CWHwh1/118a,Hw,3,X,1048005,1,,,,
Vancouver,CWHwh1,CWHwh1/118a,Pl,3,X,1048005,1,,,,
Vancouver,CWHwh1,CWHwh1/118a,Yc,3,A,1048005,1,48,,,
Vancouver,CWHwh1,CWHwh1/118b,Dr,3,X,1048006,901,,,,
Vancouver,CWHwh1,CWHwh1/118b,Cw,1,P,1048006,1,48,,,
Vancouver,CWHwh1,CWHwh1/118b,Hw,3,X,1048006,1,,,,
Vancouver,CWHwh1,CWHwh1/118b,Pl,3,X,1048006,1,,,,
Vancouver,CWHwh1,CWHwh1/118b,Ss,3,A,1048006,1,,,,
Vancouver,CWHwh1,CWHwh1/118b,Yc,3,A,1048006,1,48,,,
Vancouver,CWHwh1,CWHwh1/103.1,Dr,3,X,1048007,901,,,,
Vancouver,CWHwh1,CWHwh1/103.1,Ss,1,P,1048007,,,,,
Vancouver,CWHwh1,CWHwh1/103.1,Cw,3,A,1048007,48,,,,
Vancouver,CWHwh1,CWHwh1/103.1,Hw,3,A,1048007,,,,,
Vancouver,CWHwh1,CWHwh1/104,Dr,3,X,1048008,901,,,,
Vancouver,CWHwh1,CWHwh1/104,Ss,1,P,1048008,,,,,
Vancouver,CWHwh1,CWHwh1/104,Cw,3,A,1048008,48,,,,
Vancouver,CWHwh1,CWHwh1/104,Hw,3,A,1048008,,,,,
Vancouver,CWHwh1,CWHwh1/103.2,Dr,3,X,1048009,901,,,,
Vancouver,CWHwh1,CWHwh1/103.2,Ss,1,P,1048009,,,,,
Vancouver,CWHwh1,CWHwh1/103.2,Cw,3,A,1048009,48,,,,
Vancouver,CWHwh1,CWHwh1/103.2,Hw,3,A,1048009,,,,,
Vancouver,CWHwh1,CWHwh1/105,Dr,3,X,1048010,901,,,,
Vancouver,CWHwh1,CWHwh1/105,Cw,1,P,1048010,48,,,,
Vancouver,CWHwh1,CWHwh1/105,Ss,1,P,1048010,,,,,
Vancouver,CWHwh1,CWHwh1/105,Hw,2,A,1048010,2,,,,
Vancouver,CWHwh1,CWHwh1/117,Dr,3,X,1048011,901,,,,
Vancouver,CWHwh1,CWHwh1/117,Ss,1,P,1048011,1,,,,
Vancouver,CWHwh1,CWHwh1/117,Cw,2,A,1048011,1,48,,,
Vancouver,CWHwh1,CWHwh1/117,Hw,3,X,1048011,1,,,,
Vancouver,CWHwh1,CWHwh1/117,Dr,3,X,1048012,901,,,,
Vancouver,CWHwh1,CWHwh1/117,Ss,1,P,1048012,1,,,,
Vancouver,CWHwh1,CWHwh1/117,Cw,2,A,1048012,1,48,,,
Vancouver,CWHwh1,CWHwh1/117,Hw,3,X,1048012,1,,,,
Vancouver,CWHwh2,CWHwh2/101,Hw,1,P,1048013,,,,,
Vancouver,CWHwh2,CWHwh2/101,Yc,1,P,1048013,48,,,,
Vancouver,CWHwh2,CWHwh2/101,Cw,2,A,1048013,14,48,,,
Vancouver,CWHwh2,CWHwh2/101,Ss,2,P,1048013,14,,,,
Vancouver,CWHwh2,CWHwh2/101,Hm,3,A,1048013,13,,,,
Vancouver,CWHwh2,CWHwh2/101c,Hw,1,P,1048014,,,,,
Vancouver,CWHwh2,CWHwh2/101c,Yc,1,P,1048014,48,,,,
Vancouver,CWHwh2,CWHwh2/101c,Cw,2,A,1048014,14,48,,,
Vancouver,CWHwh2,CWHwh2/101c,Hm,3,A,1048014,13,,,,
Vancouver,CWHwh2,CWHwh2/101c,Ss,3,A,1048014,14,,,,
Vancouver,CWHwh2,CWHwh2/110,Hw,1,P,1048015,,,,,
Vancouver,CWHwh2,CWHwh2/110,Yc,1,P,1048015,48,,,,
Vancouver,CWHwh2,CWHwh2/110,Cw,2,A,1048015,14,48,63,,
Vancouver,CWHwh2,CWHwh2/110,Ss,2,P,1048015,14,,,,
Vancouver,CWHwh2,CWHwh2/110,Hm,3,A,1048015,13,,,,
Vancouver,CWHwh2,CWHwh2/112a,Hw,1,P,1048016,1,,,,
Vancouver,CWHwh2,CWHwh2/112a,Yc,1,P,1048016,1,48,,,
Vancouver,CWHwh2,CWHwh2/112a,Cw,2,A,1048016,1,48,,,
Vancouver,CWHwh2,CWHwh2/112a,Ss,2,P,1048016,1,14,,,
Vancouver,CWHwh2,CWHwh2/112a,Hm,3,A,1048016,1,13,,,
Vancouver,CWHwh2,CWHwh2/111,Yc,1,P,1048017,1,48,,,
Vancouver,CWHwh2,CWHwh2/111,Hm,2,A,1048017,1,,,,
Vancouver,CWHwh2,CWHwh2/111,Hw,2,A,1048017,1,,,,
Vancouver,CWHwh2,CWHwh2/111,Cw,3,A,1048017,1,14,,,
Vancouver,CWHwh2,CWHwh2/111,Ss,3,X,1048017,14,,,,
Vancouver,CWHwh2,CWHwh2/112b,Yc,1,P,1048018,1,48,,,
Vancouver,CWHwh2,CWHwh2/112b,Cw,2,A,1048018,1,48,,,
Vancouver,CWHwh2,CWHwh2/112b,Hw,2,A,1048018,1,,,,
Vancouver,CWHwh2,CWHwh2/112b,Ss,2,P,1048018,1,14,,,
Vancouver,CWHwh2,CWHwh2/112b,Hm,3,A,1048018,1,13,,,
Vancouver,MHwh,MHwh/101,Hm,1,P,1048019,,,,,
Vancouver,MHwh,MHwh/101,Yc,1,P,1048019,48,,,,
Vancouver,MHwh,MHwh/101,Hw,2,A,1048019,14,,,,
Vancouver,MHwh,MHwh/101,Ss,2,A,1048019,7,14,53,,
Vancouver,MHwh,MHwh/101,Cw,3,X,1048019,14,48,,,
Vancouver,MHwh,MHwh/102,Hm,1,P,1048020,,,,,
Vancouver,MHwh,MHwh/102,Yc,1,P,1048020,48,,,,
Vancouver,MHwh,MHwh/102,Pl,2,A,1048020,,,,,
Vancouver,MHwh,MHwh/102,Cw,3,X,1048020,14,48,,,
Vancouver,MHwh,MHwh/110,Hm,1,P,1048021,,,,,
Vancouver,MHwh,MHwh/110,Yc,1,P,1048021,48,,,,
Vancouver,MHwh,MHwh/110,Ss,2,A,1048021,7,14,53,,
Vancouver,MHwh,MHwh/110,Cw,3,X,1048021,14,48,,,
Vancouver,MHwh,MHwh/110,Hw,3,X,1048021,14,,,,
Vancouver,MHwh,MHwh/101c,Hm,1,P,1048022,,,,,
Vancouver,MHwh,MHwh/101c,Yc,1,P,1048022,48,,,,
Vancouver,MHwh,MHwh/101c,Hw,2,A,1048022,14,,,,
Vancouver,MHwh,MHwh/101c,Cw,3,X,1048022,14,48,,,
Vancouver,MHwh,MHwh/111,Hm,1,P,1048023,1,,,,
Vancouver,MHwh,MHwh/111,Yc,1,P,1048023,1,48,,,
Vancouver,MHwh,MHwh/111,Ss,2,A,1048023,1,7,14,53,
Vancouver,MHwh,MHwh/111,Cw,3,X,1048023,1,14,48,,
Vancouver,MHwh,MHwh/111,Hw,3,X,1048023,1,14,53,,
Vancouver,MHwh,MHwh/111,Hm,1,P,1048024,1,,,,
Vancouver,MHwh,MHwh/111,Yc,1,P,1048024,1,48,,,
Vancouver,MHwh,MHwh/111,Ss,2,A,1048024,1,7,14,53,
Vancouver,MHwh,MHwh/111,Cw,3,X,1048024,1,14,48,,
Vancouver,MHwh,MHwh/111,Hw,3,X,1048024,1,14,53,,
Vancouver,MHwh,MHwh/111,Hm,1,P,1048025,1,,,,
Vancouver,MHwh,MHwh/111,Yc,1,P,1048025,1,48,,,
Vancouver,MHwh,MHwh/111,Ss,2,A,1048025,1,7,14,53,
Vancouver,MHwh,MHwh/111,Cw,3,X,1048025,1,14,48,,
Vancouver,MHwh,MHwh/111,Hw,3,X,1048025,1,14,53,,
Vancouver,MHwh,MHwh/Wb53,Yc,1,P,1048026,1,48,,,
Vancouver,MHwh,MHwh/Wb53,Hm,2,A,1048026,1,,,,
Vancouver,MHwh,MHwh/Wb53,Pl,2,A,1048026,,,,,
Vancouver,MHwh,MHwh/Wb53,Cw,3,X,1048026,1,14,48,,
Vancouver,MHwh,MHwh/111,Hm,1,P,1048027,1,,,,
Vancouver,MHwh,MHwh/111,Yc,1,P,1048027,1,48,,,
Vancouver,MHwh,MHwh/111,Ss,2,A,1048027,1,7,14,53,
Vancouver,MHwh,MHwh/111,Cw,3,X,1048027,1,14,48,,
Vancouver,MHwh,MHwh/111,Hw,3,X,1048027,1,14,53,,
Nelson,ESSFdc1,ESSFdc1/101,Se,1,P,1050217,,,,,
Nelson,ESSFdc1,ESSFdc1/101,Bl,2,P,1050217,201,202,,,
Nelson,ESSFdc1,ESSFdc1/101,Pl,2,A,1050217,,,,,
Nelson,ESSFdc1,ESSFdc1/102,Pl,1,P,1050218,,,,,
Nelson,ESSFdc1,ESSFdc1/102,Se,2,P,1050218,,,,,
Nelson,ESSFdc1,ESSFdc1/102,Bl,3,A,1050218,202,,,,
Nelson,ESSFdc1,ESSFdc1/102,Pa,3,P,1050218,,,,,
Nelson,ESSFdc1,ESSFdc1/103,Pl,1,P,1050219,,,,,
Nelson,ESSFdc1,ESSFdc1/103,Se,2,P,1050219,,,,,
Nelson,ESSFdc1,ESSFdc1/103,Bl,3,A,1050219,202,,,,
Nelson,ESSFdc1,ESSFdc1/103,Pa,3,P,1050219,,,,,
Nelson,ESSFdc1,ESSFdc1/104,Pl,1,P,1050220,,,,,
Nelson,ESSFdc1,ESSFdc1/104,Se,1,P,1050220,,,,,
Nelson,ESSFdc1,ESSFdc1/104,Bl,2,A,1050220,202,,,,
Nelson,ESSFdc1,ESSFdc1/110,Bl,1,P,1050221,202,,,,
Nelson,ESSFdc1,ESSFdc1/110,Se,1,P,1050221,,,,,
Nelson,ESSFdc1,ESSFdc1/111,Bl,1,P,1050222,32,202,,,
Nelson,ESSFdc1,ESSFdc1/111,Se,1,P,1050222,32,,,,
Nelson,ESSFdc1,ESSFdc1/112,Bl,1,P,1050223,1,32,202,,
Nelson,ESSFdc1,ESSFdc1/112,Se,1,P,1050223,1,32,,,
Nelson,ESSFdcw,ESSFdcw/101,Se,1,P,1050224,,,,,
Nelson,ESSFdcw,ESSFdcw/101,Bl,2,P,1050224,202,,,,
Nelson,ESSFdcw,ESSFdcw/102,Se,1,P,1050225,,,,,
Nelson,ESSFdcw,ESSFdcw/102,Bl,2,P,1050225,202,,,,
Nelson,ESSFdcw,ESSFdcw/102,Pa,3,P,1050225,,,,,
Nelson,ESSFdcw,ESSFdcw/102,Pl,3,A,1050225,34,,,,
Nelson,ESSFdcw,ESSFdcw/103,Se,1,P,1050226,,,,,
Nelson,ESSFdcw,ESSFdcw/103,Bl,2,P,1050226,202,,,,
Nelson,ESSFdcw,ESSFdcw/103,Pa,3,A,1050226,,,,,
Nelson,ESSFdcw,ESSFdcw/110,Bl,1,P,1050227,202,,,,
Nelson,ESSFdcw,ESSFdcw/110,Se,1,P,1050227,,,,,
Nelson,ESSFmh,ESSFmh/101,Act,3,X,1050228,901,,,,
Nelson,ESSFmh,ESSFmh/101,At,3,X,1050228,901,,,,
Nelson,ESSFmh,ESSFmh/101,Bl,1,P,1050228,202,,,,
Nelson,ESSFmh,ESSFmh/101,Se,1,P,1050228,,,,,
Nelson,ESSFmh,ESSFmh/101,Cw,2,P,1050228,9,14,,,
Nelson,ESSFmh,ESSFmh/101,Lw,2,P,1050228,9,14,34,,
Nelson,ESSFmh,ESSFmh/101,Pl,2,A,1050228,34,,,,
Nelson,ESSFmh,ESSFmh/101,Fd,3,A,1050228,9,14,,,
Nelson,ESSFmh,ESSFmh/101,Hw,3,A,1050228,9,14,,,
Nelson,ESSFmh,ESSFmh/101,Pw,3,A,1050228,9,14,31,,
Nelson,ESSFmh,ESSFmh/102,Fd,1,P,1050229,9,,,,
Nelson,ESSFmh,ESSFmh/102,Lw,1,P,1050229,9,,,,
Nelson,ESSFmh,ESSFmh/102,Pl,2,P,1050229,,,,,
Nelson,ESSFmh,ESSFmh/102,Bl,3,A,1050229,202,,,,
Nelson,ESSFmh,ESSFmh/102,Pa,3,A,1050229,13,,,,
Nelson,ESSFmh,ESSFmh/102,Se,3,A,1050229,,,,,
Nelson,ESSFmh,ESSFmh/103,Fd,1,P,1050230,,,,,
Nelson,ESSFmh,ESSFmh/103,Lw,1,P,1050230,,,,,
Nelson,ESSFmh,ESSFmh/103,Pl,1,P,1050230,34,,,,
Nelson,ESSFmh,ESSFmh/103,Bl,2,A,1050230,202,,,,
Nelson,ESSFmh,ESSFmh/103,Se,2,P,1050230,,,,,
Nelson,ESSFmh,ESSFmh/103,Cw,3,A,1050230,,,,,
Nelson,ESSFmh,ESSFmh/103,Pw,3,A,1050230,14,31,,,
Nelson,ESSFmh,ESSFmh/104,Pl,1,P,1050231,34,,,,
Nelson,ESSFmh,ESSFmh/104,Se,1,P,1050231,,,,,
Nelson,ESSFmh,ESSFmh/104,Bl,2,A,1050231,202,,,,
Nelson,ESSFmh,ESSFmh/105,Fd,1,P,1050232,9,,,,
Nelson,ESSFmh,ESSFmh/105,Lw,1,P,1050232,9,,,,
Nelson,ESSFmh,ESSFmh/105,Pl,1,P,1050232,34,,,,
Nelson,ESSFmh,ESSFmh/105,Se,1,P,1050232,,,,,
Nelson,ESSFmh,ESSFmh/105,Bl,2,A,1050232,202,,,,
Nelson,ESSFmh,ESSFmh/105,Cw,3,A,1050232,,,,,
Nelson,ESSFmh,ESSFmh/105,Pw,3,A,1050232,9,14,31,,
Nelson,ESSFmh,ESSFmh/110,Act,3,X,1050233,901,,,,
Nelson,ESSFmh,ESSFmh/110,Bl,1,P,1050233,202,,,,
Nelson,ESSFmh,ESSFmh/110,Se,1,P,1050233,,,,,
Nelson,ESSFmh,ESSFmh/110,Cw,2,A,1050233,14,32,,,
Nelson,ESSFmh,ESSFmh/110,Hw,2,A,1050233,14,32,,,
Nelson,ESSFmh,ESSFmh/111,Act,3,X,1050234,901,,,,
Nelson,ESSFmh,ESSFmh/111,Bl,1,P,1050234,202,,,,
Nelson,ESSFmh,ESSFmh/111,Se,1,P,1050234,,,,,
Nelson,ESSFmh,ESSFmh/111,Cw,2,A,1050234,14,32,,,
Nelson,ESSFmh,ESSFmh/111,Hw,2,A,1050234,14,32,,,
Nelson,ESSFmh,ESSFmh/112,Act,3,X,1050235,901,,,,
Nelson,ESSFmh,ESSFmh/112,Bl,1,P,1050235,1,32,202,,
Nelson,ESSFmh,ESSFmh/112,Se,1,P,1050235,1,32,,,
Nelson,ESSFwc4,ESSFwc4/101,Bl,1,P,1050236,201,202,,,
Nelson,ESSFwc4,ESSFwc4/101,Se,1,P,1050236,,,,,
Nelson,ESSFwc4,ESSFwc4/102,Se,1,P,1050237,,,,,
Nelson,ESSFwc4,ESSFwc4/102,Pl,2,A,1050237,16,34,,,
Nelson,ESSFwc4,ESSFwc4/102,Bl,3,A,1050237,202,,,,
Nelson,ESSFwc4,ESSFwc4/102,Pa,3,P,1050237,,,,,
Nelson,ESSFwc4,ESSFwc4/103,Se,1,P,1050238,,,,,
Nelson,ESSFwc4,ESSFwc4/103,Bl,2,P,1050238,202,,,,
Nelson,ESSFwc4,ESSFwc4/103,Pl,2,A,1050238,16,34,,,
Nelson,ESSFwc4,ESSFwc4/103,Pa,3,A,1050238,,,,,
Nelson,ESSFwc4,ESSFwc4/110,Bl,1,P,1050239,,,,,
Nelson,ESSFwc4,ESSFwc4/110,Se,1,P,1050239,,,,,
Nelson,ESSFwc4,ESSFwc4/111,Bl,1,P,1050240,1,32,202,,
Nelson,ESSFwc4,ESSFwc4/111,Se,1,P,1050240,1,32,,,
Nelson,ESSFwc4,ESSFwc4/112,Bl,1,P,1050241,1,32,202,,
Nelson,ESSFwc4,ESSFwc4/112,Se,1,P,1050241,1,32,,,
Nelson,ESSFwcw,ESSFwcw/101,Bl,1,P,1050242,202,,,,
Nelson,ESSFwcw,ESSFwcw/101,Se,1,P,1050242,,,,,
Nelson,ESSFwcw,ESSFwcw/102,Se,1,P,1050243,,,,,
Nelson,ESSFwcw,ESSFwcw/102,Bl,2,P,1050243,202,,,,
Nelson,ESSFwcw,ESSFwcw/102,Pa,3,P,1050243,,,,,
Nelson,ESSFwcw,ESSFwcw/102,Pl,3,A,1050243,34,,,,
Nelson,ESSFwcw,ESSFwcw/103,Se,1,P,1050244,,,,,
Nelson,ESSFwcw,ESSFwcw/103,Bl,2,P,1050244,202,,,,
Nelson,ESSFwcw,ESSFwcw/103,Pa,3,P,1050244,,,,,
Nelson,ESSFwcw,ESSFwcw/104,Se,1,P,1050245,,,,,
Nelson,ESSFwcw,ESSFwcw/104,Bl,2,P,1050245,202,,,,
Nelson,ESSFwcw,ESSFwcw/104,La,3,A,1050245,16,,,,
Nelson,ESSFwcw,ESSFwcw/110,Bl,1,P,1050246,202,,,,
Nelson,ESSFwcw,ESSFwcw/110,Se,1,P,1050246,,,,,
Nelson,ESSFwh1,ESSFwh1/101,Act,3,X,1050247,901,,,,
Nelson,ESSFwh1,ESSFwh1/101,At,3,X,1050247,901,,,,
Nelson,ESSFwh1,ESSFwh1/101,Bl,1,P,1050247,201,202,,,
Nelson,ESSFwh1,ESSFwh1/101,Se,1,P,1050247,,,,,
Nelson,ESSFwh1,ESSFwh1/101,Hw,2,P,1050247,9,14,,,
Nelson,ESSFwh1,ESSFwh1/101,Cw,3,P,1050247,9,14,,,
Nelson,ESSFwh1,ESSFwh1/101,Fd,3,A,1050247,9,14,16,,
Nelson,ESSFwh1,ESSFwh1/101,Lw,3,A,1050247,9,14,16,,
Nelson,ESSFwh1,ESSFwh1/101,Pl,3,A,1050247,34,,,,
