"index","GCM","SSP","RUN","PERIOD","BAFAun","BGxh2","BGxh3","BGxw1","BGxw2","ESSFdk2","ESSFdkp","ESSFdkw","ESSFmc","ESSFmv1","ESSFwc2","ESSFwc3","ESSFwcp","ESSFwcw","ESSFwk1","ESSFwv","ESSFwvp","ESSFwvw","ESSFxc2","ESSFxc3","ESSFxcp","ESSFxv1","ICHdk","ICHmc1","ICHmk3","ICHmw3","ICHwk2","IDFdk1","IDFdk3","IDFdk4","IDFmw2","IDFxh2","IDFxm","IDFxw","IMAun","IMAun_CO","MSabN","MSdc2","MSxk2","MSxk3","MSxv","PPxh2","SBAPfp","SBPSmk","SBPSxc","SBSdk","SBSdw1","SBSdw2","SBSmc1","SBSmc2","SBSmc3","SBSmk1","SBSmm","SBSmw","SBSwk1","BGmk_MT","ESSFdc2","ESSFdcw","ESSFmv3","ESSFwm1","ESSFwmp","ESSFxcw","ESSFxk_WY","ICHmk1","ICHmk4","IDFdkx_MT","IDFxm_CO","IMAab","IWFdm_CO","MGPmg","MGPmw_MT","MSdh_WY","MSdk","MSdm1","PPxh1","SBPSdc","SBPSmc","BGxh1","ESSFdc1","ESSFwc4","ESSFwh1","ESSFxc1","ICHdw3","ICHmw5","IDFdh_UT","IDFdk2","JPWdw_UT","MSdw","MSxk1","SBSmh","BGdw_WA","BGxh_WA","ESSFdk1","ESSFmh","ESSFwmw","ICHxm1","IDFdk5","IDFdm_WA","IDFdm1","IDFdm2","IDFxk","JPWdm_WY","MGPdm","ESSFabS","ICHmc2","IDFdh","IDFdk_MT","IDFdx_MT","IDFxh1","IDFxx2","MSdm_WA","MSdm2","ICHmk2","ICHwk4","SBSvk","ESSFabC","ESSFwk2","ICHvk2","IMAun_WY","SBSwk3","ICHmw2","BWBSdk","BWBSdmN","BWBSmw","BWBSuf","ESSFabN","ESSFmv2","SBSdw3","BWBScmW","BWBSlf","BWBSwk1","FGnf","SBAPcp","SWBmk","ESSFmmp","SBSwk2","ESSFxvp","CWHws2","IDFdm_MT","MSxm_CO","ICHdw4","ICHwk1","PPxw_MT","PPxh_CO","GOun_CO","MHmmp","ESSFwh3","MSdw_MT","ICHwk3","ESSFwh2","ESSFwm2","ICHdm","SGPdm_CO","BGmw_WA","GBDxx_UT","ICHdw_ID","ICHdw1","IDFxx1","PPxh_WA","SBSdh1","ESSFwm_MT","ESSFwm4","ESSFxh_WA","ICHxw","ICHxw_WA","IMAun_MT","JPWxw_NV","ESSFwm3","ICHmw4","ICHmh_MT","MSxx_NV","ICHvk1","ICHvc","ESSFdk_MT","ICHxwa","IDFdh_WA","IDFxh_WA","PPmx_WY","IDFdh_MT","MHmm2","IGFxm_OR","CWHms1","IDFxx_MT","PPxw_WY","IGFmm_OR","JPWwm_CO","IDFxc","CWHwm"
67,"CNRM-ESM2-1","ssp245","ensembleMean","2041_2060",NA,110,78,3,NA,NA,NA,NA,NA,NA,NA,72,7,23,790,NA,NA,NA,36,NA,NA,NA,NA,NA,17,NA,3765,2628,601,NA,3068,12578,2337,4194,NA,NA,NA,NA,300,22,NA,237,1372,211,NA,NA,190,97,26,18,NA,NA,NA,NA,1,NA,44,17,NA,4,NA,20,NA,701,1504,58,9,NA,35,11378,899,NA,15,413,155,NA,NA,265,NA,35,97,141,24,111,13,4919,76,167,107,124,NA,NA,NA,NA,NA,7987,NA,NA,6,1420,NA,NA,40,NA,8,NA,NA,389,88,NA,NA,59,5,NA,NA,NA,NA,NA,NA,NA,881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,27,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"CNRM-ESM2-1","ssp245","r1i1p1f2","2041_2060",NA,57,47,7,NA,NA,NA,25,NA,NA,NA,NA,NA,8,641,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,930,2335,109,NA,242,12827,10,924,NA,NA,NA,NA,293,5,NA,115,823,5,3,NA,2,NA,33,4,NA,NA,NA,NA,NA,291,195,28,NA,63,NA,20,NA,1701,4113,1904,NA,NA,NA,19181,1044,NA,5,2032,303,NA,NA,277,NA,145,45,124,NA,NA,15,2231,70,522,177,NA,NA,NA,NA,4,NA,4123,NA,NA,746,2853,NA,38,22,5,NA,1,366,2084,226,13,6,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,6,3,8,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"CNRM-ESM2-1","ssp245","r2i1p1f2","2041_2060",NA,275,370,1,214,NA,NA,NA,NA,2,NA,223,5,43,985,NA,NA,NA,NA,2,NA,NA,NA,42,47,3,4326,2711,3113,NA,5117,3155,12539,11025,NA,NA,NA,NA,201,107,4,222,1357,123,26,261,2395,350,73,483,11,52,NA,15,445,NA,9,NA,NA,13,NA,14,NA,7,493,NA,NA,NA,NA,9478,699,NA,101,24,20,NA,4,129,NA,35,51,35,749,116,NA,259,79,170,20,1772,NA,NA,NA,NA,NA,NA,47,NA,NA,89,NA,NA,156,NA,32,NA,NA,NA,7,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"CNRM-ESM2-1","ssp245","r3i1p1f2","2041_2060",NA,64,63,3,NA,NA,NA,NA,NA,22,NA,121,10,19,990,NA,NA,NA,13,NA,NA,NA,NA,83,341,NA,6825,386,452,NA,7697,7506,4198,6380,NA,NA,NA,1,138,20,1,292,1113,432,NA,1,534,388,21,92,NA,NA,2,NA,1,NA,7,5,NA,NA,NA,41,NA,388,210,NA,277,NA,NA,4415,358,NA,3,64,237,NA,NA,118,NA,3,50,107,378,170,35,5602,83,NA,33,2415,NA,NA,NA,NA,NA,9308,NA,NA,NA,241,NA,NA,NA,NA,24,NA,NA,188,42,NA,NA,82,46,89,NA,NA,NA,NA,NA,NA,1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,25,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"EC-Earth3","ssp245","ensembleMean","2041_2060",NA,42,8,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,3,708,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,24,873,1275,14,NA,660,24032,39,59,NA,NA,NA,NA,39,NA,NA,164,741,2,NA,NA,164,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,443,1433,9,1,NA,NA,6309,1536,NA,NA,441,379,NA,NA,287,NA,NA,20,238,14,583,NA,2763,60,89,206,175,NA,NA,NA,NA,NA,14505,NA,NA,NA,640,NA,NA,NA,NA,611,NA,NA,1682,530,NA,NA,1,4,392,NA,NA,NA,NA,NA,NA,1411,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,830,50,119,NA,NA,NA,60,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"EC-Earth3","ssp245","r15i1p1f1","2041_2060",NA,61,35,4,NA,NA,NA,NA,NA,NA,NA,97,1,19,778,NA,NA,NA,NA,NA,NA,NA,NA,62,5,NA,1698,1871,308,NA,3077,17489,3229,804,NA,NA,NA,NA,131,9,NA,253,1693,190,NA,1,393,357,4,39,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,40,NA,285,2219,NA,NA,NA,NA,5898,674,NA,NA,275,242,NA,NA,249,NA,2,299,212,144,380,9,6254,55,129,97,827,NA,NA,NA,1,NA,10549,NA,NA,NA,2043,NA,NA,NA,NA,213,NA,NA,192,118,NA,NA,19,3,8,NA,NA,NA,NA,NA,NA,738,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,51,1,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"EC-Earth3","ssp245","r1i1p1f1","2041_2060",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,3,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,955,NA,NA,507,21257,NA,NA,NA,NA,NA,NA,14,NA,NA,81,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,1,NA,NA,NA,1598,1407,58,NA,NA,NA,2357,1295,NA,NA,1424,446,NA,NA,295,NA,NA,83,136,NA,806,1,655,86,119,243,NA,NA,NA,NA,NA,NA,16345,NA,NA,468,1389,NA,NA,1,NA,NA,NA,NA,2280,4600,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1187,NA,538,119,148,NA,NA,NA,257,NA,NA,NA,NA,37,1,10,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"EC-Earth3","ssp245","r4i1p1f1","2041_2060",NA,188,748,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,5,721,NA,NA,NA,NA,NA,NA,NA,NA,1453,NA,33,917,1602,806,NA,1716,22605,6994,1957,NA,NA,NA,NA,60,1,NA,551,421,NA,NA,25,253,296,135,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,155,NA,80,NA,NA,2328,286,NA,NA,NA,248,NA,NA,234,NA,NA,NA,113,837,2,NA,3455,49,NA,36,2650,NA,NA,NA,NA,NA,6046,NA,NA,1,28,NA,NA,78,NA,3810,NA,NA,252,104,NA,NA,NA,8,921,NA,NA,NA,NA,NA,NA,231,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,128,810,NA,NA,NA,NA,1,NA,NA,216,115,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"GFDL-ESM4","ssp245","ensembleMean","2041_2060",NA,50,22,1,NA,NA,NA,NA,NA,NA,NA,107,15,22,1002,NA,NA,NA,NA,11,NA,NA,NA,31,106,NA,1568,1817,77,NA,916,19412,105,63,NA,NA,NA,NA,140,37,NA,287,882,89,NA,NA,520,2,5,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,19,NA,1158,152,NA,204,NA,NA,75,43,NA,NA,431,406,NA,NA,174,NA,NA,102,330,2,767,110,9973,48,NA,336,1,NA,NA,NA,NA,NA,19126,NA,NA,27,NA,NA,NA,NA,NA,16,NA,NA,22,662,NA,NA,197,1,77,NA,NA,NA,NA,NA,NA,2998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,37,217,27,NA,5,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"GFDL-ESM4","ssp245","r1i1p1f1","2041_2060",NA,109,68,NA,NA,NA,NA,NA,NA,NA,NA,114,13,24,1076,1,NA,NA,NA,5,NA,NA,NA,120,81,NA,1617,3072,159,NA,55,22471,87,104,NA,NA,NA,NA,150,50,NA,369,836,2,NA,9,1210,33,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,265,13,NA,868,NA,1,NA,3,NA,NA,221,466,NA,NA,170,NA,NA,2,312,1,523,8,8442,NA,NA,510,12,NA,NA,NA,NA,NA,16632,NA,NA,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,806,NA,NA,79,71,222,NA,NA,NA,NA,NA,NA,2909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,269,84,8,NA,24,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"GFDL-ESM4","ssp245","r2i1p1f1","2041_2060",NA,35,29,2,NA,NA,NA,NA,NA,NA,NA,155,18,34,1132,NA,NA,NA,NA,10,NA,NA,NA,62,209,NA,4170,1663,83,NA,3206,15205,518,549,NA,NA,1,NA,206,43,13,233,1132,356,NA,NA,1324,95,11,18,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,29,NA,1036,390,NA,185,NA,NA,1569,146,NA,5,712,347,NA,NA,156,NA,NA,16,250,138,913,23,9621,50,23,217,334,NA,NA,NA,NA,NA,15467,NA,NA,23,83,NA,NA,NA,NA,17,NA,NA,46,288,NA,NA,165,NA,116,NA,NA,NA,NA,NA,NA,1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"GFDL-ESM4","ssp245","r3i1p1f1","2041_2060",NA,27,8,1,NA,NA,NA,NA,NA,NA,NA,51,9,24,693,NA,NA,NA,1,7,NA,NA,NA,2,2,NA,810,1132,37,NA,1275,19305,NA,8,NA,NA,NA,NA,17,16,NA,146,50,43,NA,NA,16,NA,3,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,7,NA,1857,104,52,18,NA,72,78,9,NA,NA,466,387,NA,NA,178,NA,2,480,225,NA,695,343,6341,93,NA,429,NA,NA,NA,NA,NA,NA,23737,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,29,1099,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,3897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,359,99,NA,52,1,2,13,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"GISS-E2-1-G","ssp245","ensembleMean","2041_2060",NA,26,60,NA,NA,NA,NA,NA,16,63,NA,159,8,16,906,NA,NA,NA,1,NA,NA,NA,NA,1027,16,62,5066,5,289,NA,8669,2857,8738,3052,NA,NA,NA,NA,17,NA,NA,341,37,56,NA,70,2517,592,7,412,NA,NA,NA,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,81,NA,NA,234,128,NA,NA,NA,293,NA,NA,83,NA,6,126,2,5275,224,8,2283,114,NA,NA,15252,NA,NA,NA,NA,NA,1610,NA,NA,NA,32,NA,NA,NA,NA,1332,NA,NA,NA,58,NA,NA,NA,481,557,1,NA,NA,NA,NA,NA,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,139,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"GISS-E2-1-G","ssp245","r1i1p3f1","2041_2060",NA,12,69,NA,NA,NA,NA,NA,32,NA,NA,136,1,24,966,NA,NA,NA,NA,NA,NA,NA,NA,187,2,11,2636,325,417,NA,385,13180,3587,81,NA,NA,NA,3,7,14,NA,186,1981,91,NA,25,1804,264,NA,478,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,38,NA,188,855,NA,719,NA,NA,3572,134,NA,NA,136,468,NA,NA,117,NA,NA,11,87,633,745,10,8165,46,NA,14,1306,NA,NA,NA,NA,NA,14950,NA,NA,NA,267,NA,NA,NA,NA,672,NA,NA,1950,331,NA,NA,NA,112,333,NA,NA,NA,NA,NA,NA,1352,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,551,38,19,54,NA,NA,3,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"GISS-E2-1-G","ssp245","r2i1p3f1","2041_2060",NA,142,136,NA,447,NA,NA,NA,16,37,NA,164,17,12,599,NA,NA,NA,NA,NA,NA,NA,NA,919,NA,262,2235,14,1033,NA,5600,1101,17875,1249,NA,NA,NA,NA,2,1,NA,320,1092,1,NA,223,1715,1240,NA,572,NA,129,NA,62,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,44,282,NA,NA,NA,45,NA,NA,NA,NA,241,230,NA,3784,2,9,447,336,NA,NA,19804,NA,NA,NA,NA,NA,22,12,NA,NA,NA,NA,NA,NA,NA,631,NA,NA,NA,7,NA,NA,3,359,NA,237,NA,13,103,NA,5,769,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"GISS-E2-1-G","ssp245","r3i1p3f1","2041_2060",NA,3,43,NA,NA,NA,NA,NA,5,63,NA,160,19,1,1061,5,NA,NA,4,NA,NA,NA,NA,709,NA,218,5481,NA,426,NA,4444,704,11552,1700,NA,NA,NA,NA,10,NA,NA,296,2,1,NA,26,2181,327,297,280,NA,NA,NA,54,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,5,366,221,NA,NA,NA,382,NA,NA,17,NA,NA,NA,NA,5266,NA,NA,854,73,NA,NA,19690,NA,NA,NA,NA,NA,608,NA,NA,NA,NA,NA,NA,NA,NA,5170,NA,NA,NA,53,NA,NA,NA,136,1060,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,3,619,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,84,NA,NA,NA,NA,29,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"MIROC6","ssp245","ensembleMean","2041_2060",NA,21,12,NA,NA,NA,NA,NA,NA,NA,NA,90,10,9,794,NA,NA,NA,NA,1,NA,NA,NA,411,2,10,2287,435,30,NA,3288,14367,3706,307,NA,NA,NA,NA,94,12,NA,293,993,250,NA,NA,1264,149,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,42,NA,9,117,NA,220,NA,4,1611,277,NA,NA,57,400,NA,NA,125,NA,1,33,293,403,652,7,5611,104,NA,135,1156,NA,NA,NA,NA,NA,19132,NA,NA,NA,1,NA,NA,NA,NA,400,NA,NA,384,349,NA,NA,67,14,424,NA,NA,NA,NA,NA,NA,2957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,989,163,6,34,NA,NA,1,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"MIROC6","ssp245","r1i1p1f1","2041_2060",NA,11,57,NA,NA,NA,NA,NA,NA,NA,NA,131,13,3,752,NA,NA,NA,10,NA,NA,NA,NA,2104,NA,39,2374,253,554,NA,242,9147,8567,1323,NA,NA,NA,2,122,10,NA,265,1227,124,NA,9,1593,430,58,102,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,78,NA,NA,88,NA,5481,NA,3,3271,141,NA,NA,5,526,NA,NA,48,NA,NA,NA,265,378,398,NA,4776,53,NA,87,2499,NA,NA,NA,NA,NA,11848,NA,NA,NA,NA,NA,NA,NA,NA,1275,NA,NA,222,288,NA,NA,NA,73,753,NA,NA,NA,NA,NA,NA,664,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,1295,NA,NA,NA,NA,NA,NA,NA,624,127,17,201,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"MIROC6","ssp245","r2i1p1f1","2041_2060",NA,59,33,1,NA,NA,NA,NA,NA,NA,NA,58,NA,11,678,NA,NA,NA,NA,NA,NA,NA,NA,132,40,NA,1347,1300,6,NA,546,24190,279,73,NA,NA,NA,NA,113,8,NA,258,637,40,NA,NA,407,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,NA,160,NA,NA,158,NA,NA,452,353,NA,NA,177,372,NA,NA,206,NA,NA,71,253,9,581,130,5806,137,5,325,8,NA,NA,NA,NA,NA,19293,NA,NA,5,NA,NA,NA,NA,NA,167,NA,NA,264,1138,NA,NA,17,NA,193,NA,NA,NA,NA,NA,NA,3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,851,166,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"MIROC6","ssp245","r3i1p1f1","2041_2060",NA,8,4,1,NA,NA,NA,NA,24,20,NA,89,20,9,796,NA,NA,NA,1,NA,NA,NA,NA,311,8,25,4955,76,39,NA,12087,4273,1993,1620,NA,NA,NA,11,49,7,5,187,769,273,NA,1,1085,131,45,68,NA,NA,2,NA,1,NA,80,NA,NA,NA,NA,5,NA,116,739,NA,118,NA,3,1797,348,NA,6,114,286,NA,NA,149,NA,26,336,77,1295,532,17,3206,85,1,38,4623,NA,NA,NA,NA,NA,14206,NA,NA,NA,536,NA,NA,NA,NA,341,NA,NA,227,295,NA,NA,89,9,5,NA,NA,NA,NA,NA,NA,3084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2818,345,7,30,NA,NA,21,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"MPI-ESM1-2-HR","ssp245","ensembleMean","2041_2060",NA,150,107,2,NA,NA,NA,NA,31,24,NA,135,11,50,907,NA,NA,NA,NA,16,NA,NA,NA,1507,742,1,4821,674,1647,NA,22212,3906,44,15674,NA,NA,NA,NA,127,115,2,425,23,132,NA,15,2116,20,25,561,NA,NA,1,NA,98,NA,5,NA,NA,NA,NA,2,NA,5,NA,NA,NA,NA,6,16,NA,NA,NA,9,136,NA,NA,115,NA,101,161,17,2165,193,56,1622,83,NA,16,1092,NA,NA,NA,NA,NA,658,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,45,NA,NA,84,423,15,4,NA,NA,NA,NA,3,1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,55,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2041_2060",NA,225,96,NA,NA,NA,NA,NA,15,NA,NA,126,7,32,945,29,14,3,6,25,NA,NA,378,3736,78,40,2757,707,1408,NA,21594,2721,NA,18036,NA,NA,NA,NA,53,187,1,324,NA,NA,NA,24,1468,2,NA,800,NA,NA,3,NA,244,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,3977,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,1,1,NA,2031,NA,247,511,241,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,709,NA,NA,NA,17,NA,NA,NA,294,240,225,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5,2,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2041_2060",NA,59,65,2,NA,NA,NA,NA,NA,NA,NA,96,11,60,816,NA,NA,NA,6,6,NA,NA,NA,138,81,NA,5691,2420,539,NA,13279,11492,1402,3391,NA,NA,NA,NA,247,58,NA,387,1348,143,NA,NA,645,251,89,176,NA,NA,NA,NA,3,NA,156,4,NA,NA,NA,48,NA,590,131,NA,16,NA,NA,2017,87,NA,17,261,264,NA,NA,196,NA,164,193,117,196,763,NA,4781,41,23,133,1676,NA,NA,NA,5,NA,6668,NA,NA,2,52,NA,NA,NA,NA,261,NA,NA,NA,182,NA,NA,235,66,7,NA,NA,NA,NA,NA,NA,2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,46,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
